"ID","Site.Type","Site.Name","Lat","Long","Seagrass.Unveg","Date","Time","Depth","Distance","Data.Collector","Q.PA","Phylum","genus.species","Genus","Species","Length","Abundance","Notes","Participant.List","Contact.Email","site.paired","family","trophic.group","trophic.group.simple"
"Edwards Point_Seagrass_20170223","Edwards Point_Seagrass","Edwards Point",-38.193552,144.711297,"vegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Chordata","Heteroclinus_perspicillatus","Heteroclinus","Heteroclinus perspicillatus",50,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Clinidae","benthic.invertivore","carnivore"
"Edwards Point_Seagrass_20170223","Edwards Point_Seagrass","Edwards Point",-38.193552,144.711297,"vegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Chordata","Heteroclinus_perspicillatus","Heteroclinus","Heteroclinus perspicillatus",60,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Clinidae","benthic.invertivore","carnivore"
"Edwards Point_Seagrass_20170223","Edwards Point_Seagrass","Edwards Point",-38.193552,144.711297,"vegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Chordata","Heteroclinus_perspicillatus","Heteroclinus","Heteroclinus perspicillatus",64,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Clinidae","benthic.invertivore","carnivore"
"Edwards Point_Seagrass_20170223","Edwards Point_Seagrass","Edwards Point",-38.193552,144.711297,"vegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Chordata","Heteroclinus_perspicillatus","Heteroclinus","Heteroclinus perspicillatus",57,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Clinidae","benthic.invertivore","carnivore"
"Edwards Point_Seagrass_20170223","Edwards Point_Seagrass","Edwards Point",-38.193552,144.711297,"vegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Chordata","Heteroclinus_perspicillatus","Heteroclinus","Heteroclinus perspicillatus",97,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Clinidae","benthic.invertivore","carnivore"
"Edwards Point_Seagrass_20170223","Edwards Point_Seagrass","Edwards Point",-38.193552,144.711297,"vegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Chordata","Heteroclinus_perspicillatus","Heteroclinus","Heteroclinus perspicillatus",69,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Clinidae","benthic.invertivore","carnivore"
"Edwards Point_Seagrass_20170223","Edwards Point_Seagrass","Edwards Point",-38.193552,144.711297,"vegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Chordata","Heteroclinus_perspicillatus","Heteroclinus","Heteroclinus perspicillatus",58,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Clinidae","benthic.invertivore","carnivore"
"Edwards Point_Seagrass_20170223","Edwards Point_Seagrass","Edwards Point",-38.193552,144.711297,"vegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Chordata","Heteroclinus_perspicillatus","Heteroclinus","Heteroclinus perspicillatus",54,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Clinidae","benthic.invertivore","carnivore"
"Edwards Point_Seagrass_20170223","Edwards Point_Seagrass","Edwards Point",-38.193552,144.711297,"vegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Chordata","Heteroclinus_perspicillatus","Heteroclinus","Heteroclinus perspicillatus",60,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Clinidae","benthic.invertivore","carnivore"
"Edwards Point_Seagrass_20170223","Edwards Point_Seagrass","Edwards Point",-38.193552,144.711297,"vegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Chordata","Heteroclinus_perspicillatus","Heteroclinus","Heteroclinus perspicillatus",43,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Clinidae","benthic.invertivore","carnivore"
"Edwards Point_Seagrass_20170223","Edwards Point_Seagrass","Edwards Point",-38.193552,144.711297,"vegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Chordata","Heteroclinus_perspicillatus","Heteroclinus","Heteroclinus perspicillatus",48,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Clinidae","benthic.invertivore","carnivore"
"Edwards Point_Seagrass_20170223","Edwards Point_Seagrass","Edwards Point",-38.193552,144.711297,"vegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Chordata","Heteroclinus_perspicillatus","Heteroclinus","Heteroclinus perspicillatus",44,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Clinidae","benthic.invertivore","carnivore"
"Edwards Point_Seagrass_20170223","Edwards Point_Seagrass","Edwards Point",-38.193552,144.711297,"vegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Chordata","Heteroclinus_perspicillatus","Heteroclinus","Heteroclinus perspicillatus",32,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Clinidae","benthic.invertivore","carnivore"
"Edwards Point_Seagrass_20170223","Edwards Point_Seagrass","Edwards Point",-38.193552,144.711297,"vegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Chordata","Heteroclinus_perspicillatus","Heteroclinus","Heteroclinus perspicillatus",37,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Clinidae","benthic.invertivore","carnivore"
"Edwards Point_Seagrass_20170223","Edwards Point_Seagrass","Edwards Point",-38.193552,144.711297,"vegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Chordata","Acanthaluteres_spilomelanurus","Acanthaluteres","spilomelanurus",45,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Monacanthidae","herbivore.benthic.invertivore","carnivore"
"Edwards Point_Seagrass_20170223","Edwards Point_Seagrass","Edwards Point",-38.193552,144.711297,"vegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Chordata","Acanthaluteres_spilomelanurus","Acanthaluteres","spilomelanurus",40,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Monacanthidae","herbivore.benthic.invertivore","carnivore"
"Edwards Point_Seagrass_20170223","Edwards Point_Seagrass","Edwards Point",-38.193552,144.711297,"vegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Chordata","Acanthaluteres_spilomelanurus","Acanthaluteres","spilomelanurus",34,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Monacanthidae","herbivore.benthic.invertivore","carnivore"
"Edwards Point_Seagrass_20170223","Edwards Point_Seagrass","Edwards Point",-38.193552,144.711297,"vegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Chordata","Tetractenos_glaber","Tetractenos","Tetractenos glaber",110,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Tetraodontidae","benthic.invertivore","carnivore"
"Edwards Point_Seagrass_20170223","Edwards Point_Seagrass","Edwards Point",-38.193552,144.711297,"vegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Chordata","Tetractenos_glaber","Tetractenos","Tetractenos glaber",28,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Tetraodontidae","benthic.invertivore","carnivore"
"Edwards Point_Seagrass_20170223","Edwards Point_Seagrass","Edwards Point",-38.193552,144.711297,"vegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Chordata","Tetractenos_glaber","Tetractenos","Tetractenos glaber",26,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Tetraodontidae","benthic.invertivore","carnivore"
"Edwards Point_Seagrass_20170223","Edwards Point_Seagrass","Edwards Point",-38.193552,144.711297,"vegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Chordata","Tetractenos_glaber","Tetractenos","Tetractenos glaber",23,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Tetraodontidae","benthic.invertivore","carnivore"
"Edwards Point_Seagrass_20170223","Edwards Point_Seagrass","Edwards Point",-38.193552,144.711297,"vegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Chordata","Gymnapistes_marmoratus","Gymnapistes","Gymnapistes marmoratus",93,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Tetrarogidae","benthic.invertivore.piscivore","carnivore"
"Edwards Point_Seagrass_20170223","Edwards Point_Seagrass","Edwards Point",-38.193552,144.711297,"vegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Athropoda","Carcinus_maenas","Carcinus","Carcinus maenas",20,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point",NA,NA,NA
"Edwards Point_Seagrass_20170223","Edwards Point_Seagrass","Edwards Point",-38.193552,144.711297,"vegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Athropoda","Carcinus_maenas","Carcinus","Carcinus maenas",10,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point",NA,NA,NA
"Edwards Point_Seagrass_20170223","Edwards Point_Seagrass","Edwards Point",-38.193552,144.711297,"vegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Athropoda","Carcinus_maenas","Carcinus","Carcinus maenas",17,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point",NA,NA,NA
"Edwards Point_Seagrass_20170223","Edwards Point_Seagrass","Edwards Point",-38.193552,144.711297,"vegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Athropoda","Carcinus_maenas","Carcinus","Carcinus maenas",50,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point",NA,NA,NA
"Edwards Point_Unveg_20170223","Edwards Point_Unveg","Edwards Point",-38.193552,144.711297,"unvegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Chordata","Heteroclinus_perspicillatus","Heteroclinus","Heteroclinus perspicillatus",54,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Clinidae","benthic.invertivore","carnivore"
"Edwards Point_Unveg_20170223","Edwards Point_Unveg","Edwards Point",-38.193552,144.711297,"unvegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Chordata","Tetractenos_glaber","Tetractenos","Tetractenos glaber",34,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Tetraodontidae","benthic.invertivore","carnivore"
"Edwards Point_Unveg_20170223","Edwards Point_Unveg","Edwards Point",-38.193552,144.711297,"unvegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Chordata","Tetractenos_glaber","Tetractenos","Tetractenos glaber",25,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Tetraodontidae","benthic.invertivore","carnivore"
"Edwards Point_Unveg_20170223","Edwards Point_Unveg","Edwards Point",-38.193552,144.711297,"unvegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Chordata","Tetractenos_glaber","Tetractenos","Tetractenos glaber",22,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Tetraodontidae","benthic.invertivore","carnivore"
"Edwards Point_Unveg_20170223","Edwards Point_Unveg","Edwards Point",-38.193552,144.711297,"unvegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Chordata","Tetractenos_glaber","Tetractenos","Tetractenos glaber",28,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Tetraodontidae","benthic.invertivore","carnivore"
"Edwards Point_Unveg_20170223","Edwards Point_Unveg","Edwards Point",-38.193552,144.711297,"unvegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Chordata","Tetractenos_glaber","Tetractenos","Tetractenos glaber",21,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Tetraodontidae","benthic.invertivore","carnivore"
"Edwards Point_Unveg_20170223","Edwards Point_Unveg","Edwards Point",-38.193552,144.711297,"unvegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Chordata","Tetractenos_glaber","Tetractenos","Tetractenos glaber",27,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Tetraodontidae","benthic.invertivore","carnivore"
"Edwards Point_Unveg_20170223","Edwards Point_Unveg","Edwards Point",-38.193552,144.711297,"unvegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Chordata","Tetractenos_glaber","Tetractenos","Tetractenos glaber",23,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Tetraodontidae","benthic.invertivore","carnivore"
"Edwards Point_Unveg_20170223","Edwards Point_Unveg","Edwards Point",-38.193552,144.711297,"unvegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Chordata","Tetractenos_glaber","Tetractenos","Tetractenos glaber",23,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Tetraodontidae","benthic.invertivore","carnivore"
"Edwards Point_Unveg_20170223","Edwards Point_Unveg","Edwards Point",-38.193552,144.711297,"unvegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Chordata","Tetractenos_glaber","Tetractenos","Tetractenos glaber",17,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Tetraodontidae","benthic.invertivore","carnivore"
"Edwards Point_Unveg_20170223","Edwards Point_Unveg","Edwards Point",-38.193552,144.711297,"unvegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Chordata","Tetractenos_glaber","Tetractenos","Tetractenos glaber",23,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Tetraodontidae","benthic.invertivore","carnivore"
"Edwards Point_Unveg_20170223","Edwards Point_Unveg","Edwards Point",-38.193552,144.711297,"unvegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Chordata","Tetractenos_glaber","Tetractenos","Tetractenos glaber",20,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Tetraodontidae","benthic.invertivore","carnivore"
"Edwards Point_Unveg_20170223","Edwards Point_Unveg","Edwards Point",-38.193552,144.711297,"unvegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Chordata","Tetractenos_glaber","Tetractenos","Tetractenos glaber",22,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Tetraodontidae","benthic.invertivore","carnivore"
"Edwards Point_Unveg_20170223","Edwards Point_Unveg","Edwards Point",-38.193552,144.711297,"unvegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Chordata","Tetractenos_glaber","Tetractenos","Tetractenos glaber",15,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Tetraodontidae","benthic.invertivore","carnivore"
"Edwards Point_Unveg_20170223","Edwards Point_Unveg","Edwards Point",-38.193552,144.711297,"unvegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Chordata","Tetractenos_glaber","Tetractenos","Tetractenos glaber",17,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Tetraodontidae","benthic.invertivore","carnivore"
"Edwards Point_Unveg_20170223","Edwards Point_Unveg","Edwards Point",-38.193552,144.711297,"unvegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Chordata","Tetractenos_glaber","Tetractenos","Tetractenos glaber",18,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Tetraodontidae","benthic.invertivore","carnivore"
"Edwards Point_Unveg_20170223","Edwards Point_Unveg","Edwards Point",-38.193552,144.711297,"unvegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Chordata","Tetractenos_glaber","Tetractenos","Tetractenos glaber",23,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Tetraodontidae","benthic.invertivore","carnivore"
"Edwards Point_Unveg_20170223","Edwards Point_Unveg","Edwards Point",-38.193552,144.711297,"unvegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Chordata","Tetractenos_glaber","Tetractenos","Tetractenos glaber",18,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Tetraodontidae","benthic.invertivore","carnivore"
"Edwards Point_Unveg_20170223","Edwards Point_Unveg","Edwards Point",-38.193552,144.711297,"unvegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Chordata","Tetractenos_glaber","Tetractenos","Tetractenos glaber",16,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Tetraodontidae","benthic.invertivore","carnivore"
"Edwards Point_Unveg_20170223","Edwards Point_Unveg","Edwards Point",-38.193552,144.711297,"unvegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Chordata","Tetractenos_glaber","Tetractenos","Tetractenos glaber",16,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Tetraodontidae","benthic.invertivore","carnivore"
"Edwards Point_Unveg_20170223","Edwards Point_Unveg","Edwards Point",-38.193552,144.711297,"unvegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Chordata","Tetractenos_glaber","Tetractenos","Tetractenos glaber",18,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Tetraodontidae","benthic.invertivore","carnivore"
"Edwards Point_Unveg_20170223","Edwards Point_Unveg","Edwards Point",-38.193552,144.711297,"unvegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Chordata","Tetractenos_glaber","Tetractenos","Tetractenos glaber",15,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Tetraodontidae","benthic.invertivore","carnivore"
"Edwards Point_Unveg_20170223","Edwards Point_Unveg","Edwards Point",-38.193552,144.711297,"unvegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Chordata","Tetractenos_glaber","Tetractenos","Tetractenos glaber",14,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Tetraodontidae","benthic.invertivore","carnivore"
"Edwards Point_Unveg_20170223","Edwards Point_Unveg","Edwards Point",-38.193552,144.711297,"unvegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Chordata","Tetractenos_glaber","Tetractenos","Tetractenos glaber",21,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Tetraodontidae","benthic.invertivore","carnivore"
"Edwards Point_Unveg_20170223","Edwards Point_Unveg","Edwards Point",-38.193552,144.711297,"unvegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Chordata","Nesogobius_maccullochi","Nesogobius","Nesogobius maccullochi",69,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Gobiidae","benthic.invertivore","carnivore"
"Edwards Point_Unveg_20170223","Edwards Point_Unveg","Edwards Point",-38.193552,144.711297,"unvegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Chordata","Nesogobius_maccullochi","Nesogobius","Nesogobius maccullochi",58,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Gobiidae","benthic.invertivore","carnivore"
"Edwards Point_Unveg_20170223","Edwards Point_Unveg","Edwards Point",-38.193552,144.711297,"unvegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Chordata","Nesogobius_maccullochi","Nesogobius","Nesogobius maccullochi",63,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Gobiidae","benthic.invertivore","carnivore"
"Edwards Point_Unveg_20170223","Edwards Point_Unveg","Edwards Point",-38.193552,144.711297,"unvegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Chordata","Nesogobius_maccullochi","Nesogobius","Nesogobius maccullochi",69,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Gobiidae","benthic.invertivore","carnivore"
"Edwards Point_Unveg_20170223","Edwards Point_Unveg","Edwards Point",-38.193552,144.711297,"unvegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Chordata","Nesogobius_maccullochi","Nesogobius","Nesogobius maccullochi",58,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Gobiidae","benthic.invertivore","carnivore"
"Edwards Point_Unveg_20170223","Edwards Point_Unveg","Edwards Point",-38.193552,144.711297,"unvegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Chordata","Nesogobius_maccullochi","Nesogobius","Nesogobius maccullochi",69,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Gobiidae","benthic.invertivore","carnivore"
"Edwards Point_Unveg_20170223","Edwards Point_Unveg","Edwards Point",-38.193552,144.711297,"unvegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Chordata","Nesogobius_maccullochi","Nesogobius","Nesogobius maccullochi",65,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Gobiidae","benthic.invertivore","carnivore"
"Edwards Point_Unveg_20170223","Edwards Point_Unveg","Edwards Point",-38.193552,144.711297,"unvegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Chordata","Nesogobius_maccullochi","Nesogobius","Nesogobius maccullochi",66,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Gobiidae","benthic.invertivore","carnivore"
"Edwards Point_Unveg_20170223","Edwards Point_Unveg","Edwards Point",-38.193552,144.711297,"unvegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Chordata","Atherinosoma_microstoma","Atherinosoma","Atherinosoma microstoma",33,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Atherinidae","planktivore.benthic.invertivore","carnivore"
"Edwards Point_Unveg_20170223","Edwards Point_Unveg","Edwards Point",-38.193552,144.711297,"unvegetated",20170223,"1300","1.3m","20m","Holger Janes","Q","Chordata","Atherinosoma_microstoma","Atherinosoma","Atherinosoma microstoma",32,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Atherinidae","planktivore.benthic.invertivore","carnivore"
"Edwards Point_Seagrass_20170224","Edwards Point_Seagrass","Edwards Point",-38.193552,144.711297,"vegetated",20170224,"1420","1.3m","20m","Holger Janes","Q","Chordata","Stigmatopora_argus","Stigmatopora","Stigmatopora argus",85,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Syngnathidae","planktivore.benthic.invertivore","carnivore"
"Edwards Point_Seagrass_20170224","Edwards Point_Seagrass","Edwards Point",-38.193552,144.711297,"vegetated",20170224,"1420","1.3m","20m","Holger Janes","Q","Chordata","Gymnapistes_marmoratus","Gymnapistes","Gymnapistes marmoratus",118,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point","Tetrarogidae","benthic.invertivore.piscivore","carnivore"
"Edwards Point_Seagrass_20170224","Edwards Point_Seagrass","Edwards Point",-38.193552,144.711297,"vegetated",20170224,"1420","1.3m","20m","Holger Janes","Q","Athropoda","Carcinus_maenas","Carcinus","Carcinus maenas",35,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point",NA,NA,NA
"Edwards Point_Seagrass_20170224","Edwards Point_Seagrass","Edwards Point",-38.193552,144.711297,"vegetated",20170224,"1420","1.3m","20m","Holger Janes","Q","Athropoda","Carcinus_maenas","Carcinus","Carcinus maenas",10,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point",NA,NA,NA
"Edwards Point_Seagrass_20170224","Edwards Point_Seagrass","Edwards Point",-38.193552,144.711297,"vegetated",20170224,"1420","1.3m","20m","Holger Janes","Q","Athropoda","Carcinus_maenas","Carcinus","Carcinus maenas",34,1,"","Holger, Songlin","hjanes@deakin.edu.au","Edwards Point",NA,NA,NA
