Country,habitat,sciName,length,biomass,abun,Site,rate,basin,coast,meanLat,meanLong,chlomax,chlomean,chlomin,chlorange,cloudmax,cloudmean,cloudmin,parmax,parmean,salinity,sstmax,sstmean,sstmin,sstrange,family,act,food,asp,tl,feed,troph,watercol,clim,body,snoutx,snouty
Australia (NSW),Seagrass,Philypnodon grandiceps,52.5,1.5571386059102004,2,NSW2,0.9466666666525264,Pacific,West,-32.380278,152.508889,3.17224997282028,1.05949997901917,0.429500006139278,2.74275004863739,0.630249992012978,0.492250002920628,0.369500003755093,56.8082494735718,38.8474998474121,35.4052495956421,24.7740001678467,21.1489996910095,17.6417498588562,7.13224995136261,Eleotridae,ambush,3.75,nan,nan,hunting macrofauna (predator),benthic invertivore,benthic,subtropical,elongated,nan,nan
Australia (NSW),Seagrass,Sillago ciliata,113.5,11.872713756393717,1,NSW2,0.9466666666525264,Pacific,West,-32.380278,152.508889,3.17224997282028,1.05949997901917,0.429500006139278,2.74275004863739,0.630249992012978,0.492250002920628,0.369500003755093,56.8082494735718,38.8474998474121,35.4052495956421,24.7740001678467,21.1489996910095,17.6417498588562,7.13224995136261,Sillaginidae,active,3.36,2.14581,570,hunting macrofauna (predator),benthic invertivore,demersal,tropical,fusiform / normal,38,229
Australia (NSW),Seagrass,Tetractenos glaber,98.16666666666667,18.45054639804226,9.666666666666666,NSW2,0.9466666666525264,Pacific,West,-32.380278,152.508889,3.17224997282028,1.05949997901917,0.429500006139278,2.74275004863739,0.630249992012978,0.492250002920628,0.369500003755093,56.8082494735718,38.8474998474121,35.4052495956421,24.7740001678467,21.1489996910095,17.6417498588562,7.13224995136261,Tetraodontidae,active,nan,nan,nan,hunting macrofauna (predator),benthic invertivore,demersal,subtropical,fusiform / normal;short and / or deep,nan,nan
Australia (NSW),Unvegetated,Acanthopagrus australis,57.5,4.626190311166505,8.5,NSW2,0.999999999957579,Pacific,West,-32.380278,152.508889,3.17224997282028,1.05949997901917,0.429500006139278,2.74275004863739,0.630249992012978,0.492250002920628,0.369500003755093,56.8082494735718,38.8474998474121,35.4052495956421,24.7740001678467,21.1489996910095,17.6417498588562,7.13224995136261,Sparidae,active,3.1,1.50486,484,hunting macrofauna (predator),benthic invertivore,demersal,subtropical,fusiform / normal,60,195
Australia (NSW),Unvegetated,Aldrichetta forsteri,57,2.2301690429912324,1,NSW2,0.999999999957579,Pacific,West,-32.380278,152.508889,3.17224997282028,1.05949997901917,0.429500006139278,2.74275004863739,0.630249992012978,0.492250002920628,0.369500003755093,56.8082494735718,38.8474998474121,35.4052495956421,24.7740001678467,21.1489996910095,17.6417498588562,7.13224995136261,Mugilidae,active,2.51,1.99305,602,variable,omnivore,demersal,subtropical,fusiform / normal,nan,nan
Australia (NSW),Unvegetated,Ambassis sp.,43.82,1.005531400338478,39.666666666666664,NSW2,0.999999999957579,Pacific,West,-32.380278,152.508889,3.17224997282028,1.05949997901917,0.429500006139278,2.74275004863739,0.630249992012978,0.492250002920628,0.369500003755093,56.8082494735718,38.8474998474121,35.4052495956421,24.7740001678467,21.1489996910095,17.6417498588562,7.13224995136261,Ambassidae,ambush,NA,NA,NA,selective plankton feeding,planktivore,demersal,subtropical,fusiform / normal,NA,NA
Australia (NSW),Unvegetated,Arenigobius bifrenatus,40,0.7064480770437708,30,NSW2,0.999999999957579,Pacific,West,-32.380278,152.508889,3.17224997282028,1.05949997901917,0.429500006139278,2.74275004863739,0.630249992012978,0.492250002920628,0.369500003755093,56.8082494735718,38.8474998474121,35.4052495956421,24.7740001678467,21.1489996910095,17.6417498588562,7.13224995136261,Gobiidae,ambush,nan,0.742595,593,hunting macrofauna (predator),benthic invertivore,benthic,subtropical,elongated,25,101
Australia (NSW),Unvegetated,Atherinosoma microstoma,41,0.7333310419651061,26,NSW2,0.999999999957579,Pacific,West,-32.380278,152.508889,3.17224997282028,1.05949997901917,0.429500006139278,2.74275004863739,0.630249992012978,0.492250002920628,0.369500003755093,56.8082494735718,38.8474998474121,35.4052495956421,24.7740001678467,21.1489996910095,17.6417498588562,7.13224995136261,Atherinidae,active,nan,nan,nan,selective plankton feeding,benthic invertivore;planktivore,pelagic site attached,subtropical,elongated,nan,nan
Australia (NSW),Unvegetated,Centropogon australis,53.333333333333336,4.407017476488647,3.6666666666666665,NSW2,0.999999999957579,Pacific,West,-32.380278,152.508889,3.17224997282028,1.05949997901917,0.429500006139278,2.74275004863739,0.630249992012978,0.492250002920628,0.369500003755093,56.8082494735718,38.8474998474121,35.4052495956421,24.7740001678467,21.1489996910095,17.6417498588562,7.13224995136261,Tetrarogidae,ambush,nan,1.5289,541,hunting macrofauna (predator),benthic invertivore,benthic;demersal,subtropical,fusiform / normal,nan,nan
Australia (NSW),Unvegetated,Favonigobius exquisitus,41.166666666666664,0.7557366548653421,13.333333333333334,NSW2,0.999999999957579,Pacific,West,-32.380278,152.508889,3.17224997282028,1.05949997901917,0.429500006139278,2.74275004863739,0.630249992012978,0.492250002920628,0.369500003755093,56.8082494735718,38.8474998474121,35.4052495956421,24.7740001678467,21.1489996910095,17.6417498588562,7.13224995136261,Gobiidae,ambush,nan,nan,nan,hunting macrofauna (predator),benthic invertivore,benthic,subtropical,elongated;fusiform / normal,nan,nan
Australia (NSW),Unvegetated,Gerres subfasciatus,62.833333333333336,4.638169591017228,15,NSW2,0.999999999957579,Pacific,West,-32.380278,152.508889,3.17224997282028,1.05949997901917,0.429500006139278,2.74275004863739,0.630249992012978,0.492250002920628,0.369500003755093,56.8082494735718,38.8474998474121,35.4052495956421,24.7740001678467,21.1489996910095,17.6417498588562,7.13224995136261,Gerreidae,active,nan,nan,nan,hunting macrofauna (predator),benthic invertivore,demersal,subtropical,fusiform / normal,nan,nan
Australia (NSW),Unvegetated,Helotes sexlineatus,103,15.435444223933127,1,NSW2,0.999999999957579,Pacific,West,-32.380278,152.508889,3.17224997282028,1.05949997901917,0.429500006139278,2.74275004863739,0.630249992012978,0.492250002920628,0.369500003755093,56.8082494735718,38.8474998474121,35.4052495956421,24.7740001678467,21.1489996910095,17.6417498588562,7.13224995136261,Terapontidae,active,2,1.49408,605,hunting macrofauna (predator),benthic invertivore,benthic;demersal,subtropical,fusiform / normal,21,255
Australia (NSW),Unvegetated,Hyporhamphus australis,161.25,17.57793557046951,1.5,NSW2,0.999999999957579,Pacific,West,-32.380278,152.508889,3.17224997282028,1.05949997901917,0.429500006139278,2.74275004863739,0.630249992012978,0.492250002920628,0.369500003755093,56.8082494735718,38.8474998474121,35.4052495956421,24.7740001678467,21.1489996910095,17.6417498588562,7.13224995136261,Hemiramphidae,active,2.59,1.57256,595,variable,omnivore,pelagic site attached,subtropical,elongated,nan,nan
Australia (NSW),Unvegetated,Liza argentea,64,2.683205238158311,1,NSW2,0.999999999957579,Pacific,West,-32.380278,152.508889,3.17224997282028,1.05949997901917,0.429500006139278,2.74275004863739,0.630249992012978,0.492250002920628,0.369500003755093,56.8082494735718,38.8474998474121,35.4052495956421,24.7740001678467,21.1489996910095,17.6417498588562,7.13224995136261,Mugilidae,active,NA,NA,NA,variable,omnivore,demersal,subtropical;tropical,fusiform / normal,NA,NA
Australia (NSW),Unvegetated,Sillago ciliata,120,13.767080627190516,2,NSW2,0.999999999957579,Pacific,West,-32.380278,152.508889,3.17224997282028,1.05949997901917,0.429500006139278,2.74275004863739,0.630249992012978,0.492250002920628,0.369500003755093,56.8082494735718,38.8474998474121,35.4052495956421,24.7740001678467,21.1489996910095,17.6417498588562,7.13224995136261,Sillaginidae,active,3.36,2.14581,570,hunting macrofauna (predator),benthic invertivore,demersal,tropical,fusiform / normal,38,229
Australia (NSW),Unvegetated,Tetractenos glaber,103.33333333333333,25.537247686278196,3,NSW2,0.999999999957579,Pacific,West,-32.380278,152.508889,3.17224997282028,1.05949997901917,0.429500006139278,2.74275004863739,0.630249992012978,0.492250002920628,0.369500003755093,56.8082494735718,38.8474998474121,35.4052495956421,24.7740001678467,21.1489996910095,17.6417498588562,7.13224995136261,Tetraodontidae,active,nan,nan,nan,hunting macrofauna (predator),benthic invertivore,demersal,subtropical,fusiform / normal;short and / or deep,nan,nan
Australia (NSW2),Seagrass,Acanthopagrus australis,71.75,10.305014357408568,7.5,NSW1,0.9799999999723681,Pacific,West,-30.505112,153.023764,8.85049998760223,1.83700001239777,0.66949999332428,8.18099987506866,0.618999987840652,0.480000004172325,0.343500003218651,56.513500213623,40.4440002441406,35.4084987640381,25.3410005569458,22.2109994888306,19.5295000076294,5.81150007247925,Sparidae,active,3.1,1.50486,484,hunting macrofauna (predator),benthic invertivore,demersal,subtropical,fusiform / normal,60,195
Australia (NSW2),Seagrass,Ambassis jacksoniensis,38,243.28705611934262,239.33333333333334,NSW1,0.9799999999723681,Pacific,West,-30.505112,153.023764,8.85049998760223,1.83700001239777,0.66949999332428,8.18099987506866,0.618999987840652,0.480000004172325,0.343500003218651,56.513500213623,40.4440002441406,35.4084987640381,25.3410005569458,22.2109994888306,19.5295000076294,5.81150007247925,Ambassidae,ambush,3.1,nan,nan,selective plankton feeding,planktivore,demersal,subtropical,fusiform / normal,nan,nan
Australia (NSW2),Seagrass,Arothron hispidus,96.33333333333333,33.12470012900003,1.6666666666666667,NSW1,0.9799999999723681,Pacific,West,-30.505112,153.023764,8.85049998760223,1.83700001239777,0.66949999332428,8.18099987506866,0.618999987840652,0.480000004172325,0.343500003218651,56.513500213623,40.4440002441406,35.4084987640381,25.3410005569458,22.2109994888306,19.5295000076294,5.81150007247925,Tetraodontidae,active,3.099999905,1.64032,581,browsing on substrate,benthic invertivore,demersal,tropical,short and / or deep,nan,nan
Australia (NSW2),Seagrass,Aulostomus chinensis,248,15.890340451311493,1,NSW1,0.9799999999723681,Pacific,West,-30.505112,153.023764,8.85049998760223,1.83700001239777,0.66949999332428,8.18099987506866,0.618999987840652,0.480000004172325,0.343500003218651,56.513500213623,40.4440002441406,35.4084987640381,25.3410005569458,22.2109994888306,19.5295000076294,5.81150007247925,Aulostomidae,ambush,4.24,1.05018,548,hunting macrofauna (predator),higher carnivore,pelagic site attached,tropical,elongated,42,110
Australia (NSW2),Seagrass,Centropogon australis,48.25,2.8405563666282516,1.5,NSW1,0.9799999999723681,Pacific,West,-30.505112,153.023764,8.85049998760223,1.83700001239777,0.66949999332428,8.18099987506866,0.618999987840652,0.480000004172325,0.343500003218651,56.513500213623,40.4440002441406,35.4084987640381,25.3410005569458,22.2109994888306,19.5295000076294,5.81150007247925,Tetrarogidae,ambush,nan,1.5289,541,hunting macrofauna (predator),benthic invertivore,benthic;demersal,subtropical,fusiform / normal,nan,nan
Australia (NSW2),Seagrass,Gerres subfasciatus,64.83333333333333,5.298616849215469,21.333333333333332,NSW1,0.9799999999723681,Pacific,West,-30.505112,153.023764,8.85049998760223,1.83700001239777,0.66949999332428,8.18099987506866,0.618999987840652,0.480000004172325,0.343500003218651,56.513500213623,40.4440002441406,35.4084987640381,25.3410005569458,22.2109994888306,19.5295000076294,5.81150007247925,Gerreidae,active,nan,nan,nan,hunting macrofauna (predator),benthic invertivore,demersal,subtropical,fusiform / normal,nan,nan
Australia (NSW2),Seagrass,Girella tricuspidata,153,168.88683334776186,2.5,NSW1,0.9799999999723681,Pacific,West,-30.505112,153.023764,8.85049998760223,1.83700001239777,0.66949999332428,8.18099987506866,0.618999987840652,0.480000004172325,0.343500003218651,56.513500213623,40.4440002441406,35.4084987640381,25.3410005569458,22.2109994888306,19.5295000076294,5.81150007247925,Kyphosidae,active,2.47,2.49898,595,grazing on aquatic plants,browsing herbivore,demersal,temperate,short and / or deep,nan,nan
Australia (NSW2),Seagrass,Gobiidae sp.,38.833333333333336,0.6005036797990623,13.666666666666666,NSW1,0.9799999999723681,Pacific,West,-30.505112,153.023764,8.85049998760223,1.83700001239777,0.66949999332428,8.18099987506866,0.618999987840652,0.480000004172325,0.343500003218651,56.513500213623,40.4440002441406,35.4084987640381,25.3410005569458,22.2109994888306,19.5295000076294,5.81150007247925,Gobiidae,ambush,NA,NA,NA,hunting macrofauna (predator),benthic invertivore,benthic,subtropical;subtropical;temperate;subtropical;tropical;temperate;tropical,elongated;fusiform / normal,NA,NA
Australia (NSW2),Seagrass,Helotes sexlineatus,58.833333333333336,2.7248367329173275,14,NSW1,0.9799999999723681,Pacific,West,-30.505112,153.023764,8.85049998760223,1.83700001239777,0.66949999332428,8.18099987506866,0.618999987840652,0.480000004172325,0.343500003218651,56.513500213623,40.4440002441406,35.4084987640381,25.3410005569458,22.2109994888306,19.5295000076294,5.81150007247925,Terapontidae,active,2,1.49408,605,hunting macrofauna (predator),benthic invertivore,benthic;demersal,subtropical,fusiform / normal,21,255
Australia (NSW2),Seagrass,Hyporhamphus regularis,208,28.942075529633506,1,NSW1,0.9799999999723681,Pacific,West,-30.505112,153.023764,8.85049998760223,1.83700001239777,0.66949999332428,8.18099987506866,0.618999987840652,0.480000004172325,0.343500003218651,56.513500213623,40.4440002441406,35.4084987640381,25.3410005569458,22.2109994888306,19.5295000076294,5.81150007247925,Hemiramphidae,active,3.04,nan,nan,variable,omnivore,pelagic site attached,subtropical,elongated;fusiform / normal,nan,nan
Australia (NSW2),Seagrass,Liza argentea,56.333333333333336,2.1169040544228555,16,NSW1,0.9799999999723681,Pacific,West,-30.505112,153.023764,8.85049998760223,1.83700001239777,0.66949999332428,8.18099987506866,0.618999987840652,0.480000004172325,0.343500003218651,56.513500213623,40.4440002441406,35.4084987640381,25.3410005569458,22.2109994888306,19.5295000076294,5.81150007247925,Mugilidae,active,NA,NA,NA,variable,omnivore,demersal,subtropical;tropical,fusiform / normal,NA,NA
Australia (NSW2),Seagrass,Meuschenia trachylepis,85,26.24297343800568,3,NSW1,0.9799999999723681,Pacific,West,-30.505112,153.023764,8.85049998760223,1.83700001239777,0.66949999332428,8.18099987506866,0.618999987840652,0.480000004172325,0.343500003218651,56.513500213623,40.4440002441406,35.4084987640381,25.3410005569458,22.2109994888306,19.5295000076294,5.81150007247925,Monacanthidae,active,nan,1.92223,596,grazing on aquatic plants,browsing herbivore,demersal,subtropical,short and / or deep,26,185
Australia (NSW2),Seagrass,Monodactylus argenteus,75.5,12.163573167651439,5,NSW1,0.9799999999723681,Pacific,West,-30.505112,153.023764,8.85049998760223,1.83700001239777,0.66949999332428,8.18099987506866,0.618999987840652,0.480000004172325,0.343500003218651,56.513500213623,40.4440002441406,35.4084987640381,25.3410005569458,22.2109994888306,19.5295000076294,5.81150007247925,Monodactylidae,active,2.95,3.32695,519,variable,planktivore,demersal;pelagic site attached,tropical,short and / or deep,15,230
Australia (NSW2),Seagrass,Palaemon sp.,NaN,NaN,454.3333333333333,NSW1,0.9799999999723681,Pacific,West,-30.505112,153.023764,8.85049998760223,1.83700001239777,0.66949999332428,8.18099987506866,0.618999987840652,0.480000004172325,0.343500003218651,56.513500213623,40.4440002441406,35.4084987640381,25.3410005569458,22.2109994888306,19.5295000076294,5.81150007247925,Palaemonidae,active,NA,NA,NA,browsing on substrate,scraping herbivore,demersal,polar;subtropical;temperate;tropical;subtropical;subtropical;temperate,shrimp,NA,NA
Australia (NSW2),Seagrass,Pseudomugil signifer,28.5,0.28351197234528747,1,NSW1,0.9799999999723681,Pacific,West,-30.505112,153.023764,8.85049998760223,1.83700001239777,0.66949999332428,8.18099987506866,0.618999987840652,0.480000004172325,0.343500003218651,56.513500213623,40.4440002441406,35.4084987640381,25.3410005569458,22.2109994888306,19.5295000076294,5.81150007247925,Pseudomugilidae,active,2.86,1.74125,453,hunting macrofauna (predator),benthic invertivore,demersal,subtropical,fusiform / normal,124,195
Australia (NSW2),Seagrass,Saurida nebulosa,137,26.112466534666627,1,NSW1,0.9799999999723681,Pacific,West,-30.505112,153.023764,8.85049998760223,1.83700001239777,0.66949999332428,8.18099987506866,0.618999987840652,0.480000004172325,0.343500003218651,56.513500213623,40.4440002441406,35.4084987640381,25.3410005569458,22.2109994888306,19.5295000076294,5.81150007247925,Synodontidae,ambush,4.2,2.17212,610,hunting macrofauna (predator),higher carnivore,benthic,tropical,elongated,12,115
Australia (NSW2),Seagrass,Sillago sp.,25,0.09152833681952671,1,NSW1,0.9799999999723681,Pacific,West,-30.505112,153.023764,8.85049998760223,1.83700001239777,0.66949999332428,8.18099987506866,0.618999987840652,0.480000004172325,0.343500003218651,56.513500213623,40.4440002441406,35.4084987640381,25.3410005569458,22.2109994888306,19.5295000076294,5.81150007247925,Sillaginidae,active,NA,NA,NA,hunting macrofauna (predator),benthic invertivore,demersal,tropical,elongated;fusiform / normal,NA,NA
Australia (NSW2),Seagrass,Tetractenos hamiltoni,128.5,41.06273234492988,2,NSW1,0.9799999999723681,Pacific,West,-30.505112,153.023764,8.85049998760223,1.83700001239777,0.66949999332428,8.18099987506866,0.618999987840652,0.480000004172325,0.343500003218651,56.513500213623,40.4440002441406,35.4084987640381,25.3410005569458,22.2109994888306,19.5295000076294,5.81150007247925,Tetraodontidae,active,nan,nan,nan,hunting macrofauna (predator),benthic invertivore;higher carnivore,benthic;demersal,subtropical,short and / or deep,nan,nan
Australia (NSW2),Unvegetated,Gerres subfasciatus,82,10.992823256120547,14.333333333333334,NSW1,0.461121114201135,Pacific,West,-30.505112,153.023764,8.85049998760223,1.83700001239777,0.66949999332428,8.18099987506866,0.618999987840652,0.480000004172325,0.343500003218651,56.513500213623,40.4440002441406,35.4084987640381,25.3410005569458,22.2109994888306,19.5295000076294,5.81150007247925,Gerreidae,active,nan,nan,nan,hunting macrofauna (predator),benthic invertivore,demersal,subtropical,fusiform / normal,nan,nan
Australia (NSW2),Unvegetated,Gobiidae sp.,41.166666666666664,0.840759381527688,6,NSW1,0.461121114201135,Pacific,West,-30.505112,153.023764,8.85049998760223,1.83700001239777,0.66949999332428,8.18099987506866,0.618999987840652,0.480000004172325,0.343500003218651,56.513500213623,40.4440002441406,35.4084987640381,25.3410005569458,22.2109994888306,19.5295000076294,5.81150007247925,Gobiidae,ambush,NA,NA,NA,hunting macrofauna (predator),benthic invertivore,benthic,subtropical;subtropical;temperate;subtropical;tropical;temperate;tropical,elongated;fusiform / normal,NA,NA
Australia (NSW2),Unvegetated,Liza argentea,126,18.966017751680507,1,NSW1,0.461121114201135,Pacific,West,-30.505112,153.023764,8.85049998760223,1.83700001239777,0.66949999332428,8.18099987506866,0.618999987840652,0.480000004172325,0.343500003218651,56.513500213623,40.4440002441406,35.4084987640381,25.3410005569458,22.2109994888306,19.5295000076294,5.81150007247925,Mugilidae,active,NA,NA,NA,variable,omnivore,demersal,subtropical;tropical,fusiform / normal,NA,NA
Australia (NSW2),Unvegetated,Palaemon sp.,NaN,NaN,2,NSW1,0.461121114201135,Pacific,West,-30.505112,153.023764,8.85049998760223,1.83700001239777,0.66949999332428,8.18099987506866,0.618999987840652,0.480000004172325,0.343500003218651,56.513500213623,40.4440002441406,35.4084987640381,25.3410005569458,22.2109994888306,19.5295000076294,5.81150007247925,Palaemonidae,active,NA,NA,NA,browsing on substrate,scraping herbivore,demersal,polar;subtropical;temperate;tropical;subtropical;subtropical;temperate,shrimp,NA,NA
Australia (NSW2),Unvegetated,Pseudorhombus arsius,100,12.336634441726872,1,NSW1,0.461121114201135,Pacific,West,-30.505112,153.023764,8.85049998760223,1.83700001239777,0.66949999332428,8.18099987506866,0.618999987840652,0.480000004172325,0.343500003218651,56.513500213623,40.4440002441406,35.4084987640381,25.3410005569458,22.2109994888306,19.5295000076294,5.81150007247925,Paralichthyidae,ambush,3.84,1.13649,552,hunting macrofauna (predator),benthic invertivore;higher carnivore,benthic,tropical,short and / or deep,38,206
Australia (NSW2),Unvegetated,Sillago sp.,91.83333333333333,6.9830127728704205,5.333333333333333,NSW1,0.461121114201135,Pacific,West,-30.505112,153.023764,8.85049998760223,1.83700001239777,0.66949999332428,8.18099987506866,0.618999987840652,0.480000004172325,0.343500003218651,56.513500213623,40.4440002441406,35.4084987640381,25.3410005569458,22.2109994888306,19.5295000076294,5.81150007247925,Sillaginidae,active,NA,NA,NA,hunting macrofauna (predator),benthic invertivore,demersal,tropical,elongated;fusiform / normal,NA,NA
Australia (QLD),Seagrass,Epinephelus sp.,36,0.6924345268929639,1,QLD2,0.08853453846133791,Pacific,West,-20.01884,148.250085,3.19425004720688,1.09100000560284,0.689500004053116,2.50475001335144,0.742249995470047,0.465499997138977,0.304999999701977,59.0327501296997,44.847749710083,35.1037502288818,29.6482501029968,25.9474997520447,21.8185000419617,7.82975006103516,Serranidae,ambush,NA,NA,NA,hunting macrofauna (predator),higher carnivore,demersal,subtropical;subtropical;temperate;subtropical;temperate;tropical;tropical,fusiform / normal,NA,NA
Australia (QLD),Seagrass,Gerres oyena,63.333333333333336,5.069781686109181,9.333333333333334,QLD2,0.08853453846133791,Pacific,West,-20.01884,148.250085,3.19425004720688,1.09100000560284,0.689500004053116,2.50475001335144,0.742249995470047,0.465499997138977,0.304999999701977,59.0327501296997,44.847749710083,35.1037502288818,29.6482501029968,25.9474997520447,21.8185000419617,7.82975006103516,Gerreidae,active,2.72,2.074055,603,hunting macrofauna (predator),benthic invertivore,demersal,tropical,fusiform / normal,nan,nan
Australia (QLD),Seagrass,Gobiidae sp.,39,0.6044527923755406,11,QLD2,0.08853453846133791,Pacific,West,-20.01884,148.250085,3.19425004720688,1.09100000560284,0.689500004053116,2.50475001335144,0.742249995470047,0.465499997138977,0.304999999701977,59.0327501296997,44.847749710083,35.1037502288818,29.6482501029968,25.9474997520447,21.8185000419617,7.82975006103516,Gobiidae,ambush,NA,NA,NA,hunting macrofauna (predator),benthic invertivore,benthic,subtropical;subtropical;temperate;subtropical;tropical;temperate;tropical,elongated;fusiform / normal,NA,NA
Australia (QLD),Seagrass,Lethrinus genivittatus,34.333333333333336,0.7809646476844002,11,QLD2,0.08853453846133791,Pacific,West,-20.01884,148.250085,3.19425004720688,1.09100000560284,0.689500004053116,2.50475001335144,0.742249995470047,0.465499997138977,0.304999999701977,59.0327501296997,44.847749710083,35.1037502288818,29.6482501029968,25.9474997520447,21.8185000419617,7.82975006103516,Lethrinidae,active,3.61,1.84602,592,hunting macrofauna (predator),benthic invertivore,demersal,tropical,fusiform / normal,nan,nan
