Site.Name,Lat,Long,habitat,Date,Time,Depth,Distance,width.transect,area,volume,Q.PA,phylum,family,Genus,Species,Length,Abundance,Country,SPECIES_NAME,cpua,A,B,biomass,biomass.area,biomass.vol
Edwards Point,-38.19355,144.7113,Seagrass,20170223,1300,130,20,10,200,13000,Q,Chordata,Tetraodontidae,Tetractenos,glaber,110,1,Australia (VIC),Tetractenos glaber,0.005,0.0294,2.82,25.41409813308631,0.12707049066543155,0.001954930625622024
Edwards Point,-38.19355,144.7113,Seagrass,20170223,1300,130,20,10,200,13000,Q,Chordata,Tetraodontidae,Tetractenos,glaber,28,1,Australia (VIC),Tetractenos glaber,0.005,0.0294,2.82,0.5362076167716894,0.002681038083858447,4.1246739751668414e-5
Edwards Point,-38.19355,144.7113,Seagrass,20170223,1300,130,20,10,200,13000,Q,Chordata,Tetraodontidae,Tetractenos,glaber,26,1,Australia (VIC),Tetractenos glaber,0.005,0.0294,2.82,0.4350830573598251,0.0021754152867991257,3.3467927489217315e-5
Edwards Point,-38.19355,144.7113,Seagrass,20170223,1300,130,20,10,200,13000,Q,Chordata,Tetraodontidae,Tetractenos,glaber,23,1,Australia (VIC),Tetractenos glaber,0.005,0.0294,2.82,0.30790718834538205,0.0015395359417269103,2.3685168334260157e-5
Edwards Point,-38.19355,144.7113,Seagrass,20170223,1300,130,20,10,200,13000,Q,Chordata,Tetrarogidae,Gymnapistes,marmoratus,93,1,Australia (VIC),Gymnapistes marmoratus,0.005,0.02445,3,19.666528650000004,0.09833264325000002,0.0015128098961538464
Edwards Point,-38.19355,144.7113,Seagrass,20170223,1300,130,20,10,200,13000,Q,Arthropoda,Cancridae,Carcinus,maenas,20,1,Australia (VIC),Carcinus maenas,0.005,0.24045,3.08,2.0332799028238715,0.010166399514119358,1.5640614637106703e-4
Edwards Point,-38.19355,144.7113,Seagrass,20170223,1300,130,20,10,200,13000,Q,Arthropoda,Cancridae,Carcinus,maenas,10,1,Australia (VIC),Carcinus maenas,0.005,0.24045,3.08,0.24045,0.00120225,1.8496153846153845e-5
Edwards Point,-38.19355,144.7113,Seagrass,20170223,1300,130,20,10,200,13000,Q,Arthropoda,Cancridae,Carcinus,maenas,17,1,Australia (VIC),Carcinus maenas,0.005,0.24045,3.08,1.2325582679113178,0.006162791339556589,9.481217445471676e-5
Edwards Point,-38.19355,144.7113,Seagrass,20170223,1300,130,20,10,200,13000,Q,Arthropoda,Cancridae,Carcinus,maenas,50,1,Australia (VIC),Carcinus maenas,0.005,0.24045,3.08,34.18632324740464,0.1709316162370232,0.00262971717287728
Edwards Point,-38.19355,144.7113,Unvegetated,20170223,1300,130,20,10,200,13000,Q,Chordata,Clinidae,Heteroclinus,perspicillatus,54,1,Australia (VIC),Heteroclinus perspicillatus,0.005,0.0168,2.775,1.8100974861603711,0.009050487430801855,1.392382681661824e-4
Edwards Point,-38.19355,144.7113,Unvegetated,20170223,1300,130,20,10,200,13000,Q,Chordata,Tetraodontidae,Tetractenos,glaber,34,1,Australia (VIC),Tetractenos glaber,0.005,0.0294,2.82,0.9270814182338317,0.004635407091169158,7.131395524875629e-5
Edwards Point,-38.19355,144.7113,Unvegetated,20170223,1300,130,20,10,200,13000,Q,Chordata,Tetraodontidae,Tetractenos,glaber,25,1,Australia (VIC),Tetractenos glaber,0.005,0.0294,2.82,0.3895275280746643,0.0019476376403733215,2.9963656005743407e-5
Edwards Point,-38.19355,144.7113,Unvegetated,20170223,1300,130,20,10,200,13000,Q,Chordata,Tetraodontidae,Tetractenos,glaber,22,1,Australia (VIC),Tetractenos glaber,0.005,0.0294,2.82,0.271630973641405,0.0013581548682070248,2.0894690280108074e-5
Edwards Point,-38.19355,144.7113,Unvegetated,20170223,1300,130,20,10,200,13000,Q,Chordata,Tetraodontidae,Tetractenos,glaber,28,1,Australia (VIC),Tetractenos glaber,0.005,0.0294,2.82,0.5362076167716894,0.002681038083858447,4.1246739751668414e-5
Edwards Point,-38.19355,144.7113,Unvegetated,20170223,1300,130,20,10,200,13000,Q,Chordata,Tetraodontidae,Tetractenos,glaber,21,1,Australia (VIC),Tetractenos glaber,0.005,0.0294,2.82,0.23823509648657024,0.001191175482432851,1.8325776652813094e-5
Edwards Point,-38.19355,144.7113,Unvegetated,20170223,1300,130,20,10,200,13000,Q,Chordata,Tetraodontidae,Tetractenos,glaber,27,1,Australia (VIC),Tetractenos glaber,0.005,0.0294,2.82,0.4839418109764051,0.0024197090548820255,3.722629315203116e-5
Edwards Point,-38.19355,144.7113,Unvegetated,20170223,1300,130,20,10,200,13000,Q,Chordata,Tetraodontidae,Tetractenos,glaber,23,1,Australia (VIC),Tetractenos glaber,0.005,0.0294,2.82,0.30790718834538205,0.0015395359417269103,2.3685168334260157e-5
Edwards Point,-38.19355,144.7113,Unvegetated,20170223,1300,130,20,10,200,13000,Q,Chordata,Tetraodontidae,Tetractenos,glaber,23,1,Australia (VIC),Tetractenos glaber,0.005,0.0294,2.82,0.30790718834538205,0.0015395359417269103,2.3685168334260157e-5
Edwards Point,-38.19355,144.7113,Unvegetated,20170223,1300,130,20,10,200,13000,Q,Chordata,Tetraodontidae,Tetractenos,glaber,17,1,Australia (VIC),Tetractenos glaber,0.005,0.0294,2.82,0.13128444988428534,6.564222494214267e-4,1.0098803837252717e-5
Edwards Point,-38.19355,144.7113,Unvegetated,20170223,1300,130,20,10,200,13000,Q,Chordata,Tetraodontidae,Tetractenos,glaber,23,1,Australia (VIC),Tetractenos glaber,0.005,0.0294,2.82,0.30790718834538205,0.0015395359417269103,2.3685168334260157e-5
Edwards Point,-38.19355,144.7113,Unvegetated,20170223,1300,130,20,10,200,13000,Q,Chordata,Tetraodontidae,Tetractenos,glaber,20,1,Australia (VIC),Tetractenos glaber,0.005,0.0294,2.82,0.207611744727562,0.00103805872363781,1.597013420981246e-5
Edwards Point,-38.19355,144.7113,Unvegetated,20170223,1300,130,20,10,200,13000,Q,Chordata,Tetraodontidae,Tetractenos,glaber,22,1,Australia (VIC),Tetractenos glaber,0.005,0.0294,2.82,0.271630973641405,0.0013581548682070248,2.0894690280108074e-5
Edwards Point,-38.19355,144.7113,Unvegetated,20170223,1300,130,20,10,200,13000,Q,Chordata,Tetraodontidae,Tetractenos,glaber,15,1,Australia (VIC),Tetractenos glaber,0.005,0.0294,2.82,0.09224114408276961,4.6120572041384806e-4,7.0954726217515086e-6
Edwards Point,-38.19355,144.7113,Unvegetated,20170223,1300,130,20,10,200,13000,Q,Chordata,Tetraodontidae,Tetractenos,glaber,17,1,Australia (VIC),Tetractenos glaber,0.005,0.0294,2.82,0.13128444988428534,6.564222494214267e-4,1.0098803837252717e-5
Edwards Point,-38.19355,144.7113,Unvegetated,20170223,1300,130,20,10,200,13000,Q,Chordata,Tetraodontidae,Tetractenos,glaber,18,1,Australia (VIC),Tetractenos glaber,0.005,0.0294,2.82,0.15424666925140662,7.712333462570331e-4,1.1865128403954355e-5
Edwards Point,-38.19355,144.7113,Unvegetated,20170223,1300,130,20,10,200,13000,Q,Chordata,Tetraodontidae,Tetractenos,glaber,23,1,Australia (VIC),Tetractenos glaber,0.005,0.0294,2.82,0.30790718834538205,0.0015395359417269103,2.3685168334260157e-5
Edwards Point,-38.19355,144.7113,Unvegetated,20170223,1300,130,20,10,200,13000,Q,Chordata,Tetraodontidae,Tetractenos,glaber,18,1,Australia (VIC),Tetractenos glaber,0.005,0.0294,2.82,0.15424666925140662,7.712333462570331e-4,1.1865128403954355e-5
Edwards Point,-38.19355,144.7113,Unvegetated,20170223,1300,130,20,10,200,13000,Q,Chordata,Tetraodontidae,Tetractenos,glaber,16,1,Australia (VIC),Tetractenos glaber,0.005,0.0294,2.82,0.11065363406244422,5.532681703122211e-4,8.511818004803401e-6
Edwards Point,-38.19355,144.7113,Unvegetated,20170223,1300,130,20,10,200,13000,Q,Chordata,Tetraodontidae,Tetractenos,glaber,16,1,Australia (VIC),Tetractenos glaber,0.005,0.0294,2.82,0.11065363406244422,5.532681703122211e-4,8.511818004803401e-6
Edwards Point,-38.19355,144.7113,Unvegetated,20170223,1300,130,20,10,200,13000,Q,Chordata,Tetraodontidae,Tetractenos,glaber,18,1,Australia (VIC),Tetractenos glaber,0.005,0.0294,2.82,0.15424666925140662,7.712333462570331e-4,1.1865128403954355e-5
Edwards Point,-38.19355,144.7113,Unvegetated,20170223,1300,130,20,10,200,13000,Q,Chordata,Tetraodontidae,Tetractenos,glaber,15,1,Australia (VIC),Tetractenos glaber,0.005,0.0294,2.82,0.09224114408276961,4.6120572041384806e-4,7.0954726217515086e-6
Edwards Point,-38.19355,144.7113,Unvegetated,20170223,1300,130,20,10,200,13000,Q,Chordata,Tetraodontidae,Tetractenos,glaber,14,1,Australia (VIC),Tetractenos glaber,0.005,0.0294,2.82,0.075932621026689,3.79663105133445e-4,5.840970848206846e-6
Edwards Point,-38.19355,144.7113,Unvegetated,20170223,1300,130,20,10,200,13000,Q,Chordata,Tetraodontidae,Tetractenos,glaber,21,1,Australia (VIC),Tetractenos glaber,0.005,0.0294,2.82,0.23823509648657024,0.001191175482432851,1.8325776652813094e-5
Edwards Point,-38.19355,144.7113,Unvegetated,20170223,1300,130,20,10,200,13000,Q,Chordata,Gobiidae,Nesogobius,maccullochi,69,1,Australia (VIC),Nesogobius maccullochi,0.005,0.013,2.882,3.400215414156057,0.017001077070780288,2.6155503185815827e-4
Edwards Point,-38.19355,144.7113,Unvegetated,20170223,1300,130,20,10,200,13000,Q,Chordata,Gobiidae,Nesogobius,maccullochi,58,1,Australia (VIC),Nesogobius maccullochi,0.005,0.013,2.882,2.061307719876357,0.010306538599381784,1.585621322981813e-4
Edwards Point,-38.19355,144.7113,Unvegetated,20170223,1300,130,20,10,200,13000,Q,Chordata,Gobiidae,Nesogobius,maccullochi,63,1,Australia (VIC),Nesogobius maccullochi,0.005,0.013,2.882,2.6160305768656853,0.013080152884328426,2.012331212973604e-4
Edwards Point,-38.19355,144.7113,Unvegetated,20170223,1300,130,20,10,200,13000,Q,Chordata,Gobiidae,Nesogobius,maccullochi,69,1,Australia (VIC),Nesogobius maccullochi,0.005,0.013,2.882,3.400215414156057,0.017001077070780288,2.6155503185815827e-4
Edwards Point,-38.19355,144.7113,Unvegetated,20170223,1300,130,20,10,200,13000,Q,Chordata,Gobiidae,Nesogobius,maccullochi,58,1,Australia (VIC),Nesogobius maccullochi,0.005,0.013,2.882,2.061307719876357,0.010306538599381784,1.585621322981813e-4
Edwards Point,-38.19355,144.7113,Unvegetated,20170223,1300,130,20,10,200,13000,Q,Chordata,Gobiidae,Nesogobius,maccullochi,69,1,Australia (VIC),Nesogobius maccullochi,0.005,0.013,2.882,3.400215414156057,0.017001077070780288,2.6155503185815827e-4
Edwards Point,-38.19355,144.7113,Unvegetated,20170223,1300,130,20,10,200,13000,Q,Chordata,Gobiidae,Nesogobius,maccullochi,65,1,Australia (VIC),Nesogobius maccullochi,0.005,0.013,2.882,2.862593271586284,0.01431296635793142,2.2019948242971415e-4
Edwards Point,-38.19355,144.7113,Unvegetated,20170223,1300,130,20,10,200,13000,Q,Chordata,Gobiidae,Nesogobius,maccullochi,66,1,Australia (VIC),Nesogobius maccullochi,0.005,0.013,2.882,2.9913620146890323,0.01495681007344516,2.301047703606948e-4
Edwards Point,-38.19355,144.7113,Unvegetated,20170223,1300,130,20,10,200,13000,Q,Chordata,Atherinidae,Atherinosoma,microstoma,33,1,Australia (VIC),Atherinosoma microstoma,0.005,0.01,3.04,0.376948810533338,0.00188474405266669,2.899606234871831e-5
Edwards Point,-38.19355,144.7113,Unvegetated,20170223,1300,130,20,10,200,13000,Q,Chordata,Atherinidae,Atherinosoma,microstoma,32,1,Australia (VIC),Atherinosoma microstoma,0.005,0.01,3.04,0.34328587498540203,0.0017164293749270102,2.640660576810785e-5
Edwards Point,-38.19355,144.7113,Seagrass,20170224,1420,130,20,10,200,13000,Q,Chordata,Syngnathidae,Stigmatopora,argus,85,1,Australia (VIC),Stigmatopora argus,0.005,2e-4,2.749,0.07177986256279956,3.588993128139978e-4,5.52152788944612e-6
Edwards Point,-38.19355,144.7113,Seagrass,20170224,1420,130,20,10,200,13000,Q,Chordata,Tetrarogidae,Gymnapistes,marmoratus,118,1,Australia (VIC),Gymnapistes marmoratus,0.005,0.02445,3,40.17213240000001,0.20086066200000005,0.0030901640307692316
Edwards Point,-38.19355,144.7113,Seagrass,20170224,1420,130,20,10,200,13000,Q,Arthropoda,Cancridae,Carcinus,maenas,35,1,Australia (VIC),Carcinus maenas,0.005,0.24045,3.08,11.396050314267095,0.056980251571335475,8.766192549436227e-4
Edwards Point,-38.19355,144.7113,Seagrass,20170224,1420,130,20,10,200,13000,Q,Arthropoda,Cancridae,Carcinus,maenas,10,1,Australia (VIC),Carcinus maenas,0.005,0.24045,3.08,0.24045,0.00120225,1.8496153846153845e-5
Edwards Point,-38.19355,144.7113,Seagrass,20170224,1420,130,20,10,200,13000,Q,Arthropoda,Cancridae,Carcinus,maenas,34,1,Australia (VIC),Carcinus maenas,0.005,0.24045,3.08,10.4226906018028,0.052113453009014,8.017454309079077e-4
Edwards Point,-38.19355,144.7113,Seagrass,20170224,1420,130,20,10,200,13000,Q,Arthropoda,Cancridae,Carcinus,maenas,25,1,Australia (VIC),Carcinus maenas,0.005,0.24045,3.08,4.04277906520502,0.020213895326025102,3.109830050157708e-4
Edwards Point,-38.19355,144.7113,Seagrass,20170224,1420,130,20,10,200,13000,Q,Arthropoda,Cancridae,Carcinus,maenas,24,1,Australia (VIC),Carcinus maenas,0.005,0.24045,3.08,3.5651302886043927,0.017825651443021964,2.7424079143110715e-4
Edwards Point,-38.19355,144.7113,Seagrass,20170224,1420,130,20,10,200,13000,Q,Arthropoda,Cancridae,Carcinus,maenas,11,1,Australia (VIC),Carcinus maenas,0.005,0.24045,3.08,0.3224885144589941,0.0016124425722949707,2.480680880453801e-5
Edwards Point,-38.19355,144.7113,Seagrass,20170224,1420,130,20,10,200,13000,Q,Arthropoda,Cancridae,Carcinus,maenas,21,1,Australia (VIC),Carcinus maenas,0.005,0.24045,3.08,2.3629808888498536,0.011814904444249269,1.8176776068075796e-4
Edwards Point,-38.19355,144.7113,Seagrass,20170224,1420,130,20,10,200,13000,Q,Arthropoda,Cancridae,Carcinus,maenas,18,1,Australia (VIC),Carcinus maenas,0.005,0.24045,3.08,1.4698198123429431,0.007349099061714715,1.130630624879187e-4
Edwards Point,-38.19355,144.7113,Seagrass,20170224,1420,130,20,10,200,13000,Q,Arthropoda,Cancridae,Carcinus,maenas,14,1,Australia (VIC),Carcinus maenas,0.005,0.24045,3.08,0.6777962025304394,0.0033889810126521967,5.213816942541841e-5
Edwards Point,-38.19355,144.7113,Seagrass,20170224,1420,130,20,10,200,13000,Q,Arthropoda,Cancridae,Carcinus,maenas,21,1,Australia (VIC),Carcinus maenas,0.005,0.24045,3.08,2.3629808888498536,0.011814904444249269,1.8176776068075796e-4
Edwards Point,-38.19355,144.7113,Seagrass,20170224,1420,130,20,10,200,13000,Q,Arthropoda,Cancridae,Carcinus,maenas,11,1,Australia (VIC),Carcinus maenas,0.005,0.24045,3.08,0.3224885144589941,0.0016124425722949707,2.480680880453801e-5
Edwards Point,-38.19355,144.7113,Seagrass,20170224,1420,130,20,10,200,13000,Q,Arthropoda,Cancridae,Carcinus,maenas,10,1,Australia (VIC),Carcinus maenas,0.005,0.24045,3.08,0.24045,0.00120225,1.8496153846153845e-5
Edwards Point,-38.19355,144.7113,Seagrass,20170224,1420,130,20,10,200,13000,Q,Arthropoda,Cancridae,Carcinus,maenas,10,1,Australia (VIC),Carcinus maenas,0.005,0.24045,3.08,0.24045,0.00120225,1.8496153846153845e-5
Edwards Point,-38.19355,144.7113,Seagrass,20170224,1420,130,20,10,200,13000,Q,Arthropoda,Cancridae,Carcinus,maenas,12,1,Australia (VIC),Carcinus maenas,0.005,0.24045,3.08,0.42160234638840205,0.0021080117319420104,3.243094972218477e-5
Edwards Point,-38.19355,144.7113,Seagrass,20170224,1420,130,20,10,200,13000,Q,Arthropoda,Cancridae,Carcinus,maenas,14,1,Australia (VIC),Carcinus maenas,0.005,0.24045,3.08,0.6777962025304394,0.0033889810126521967,5.213816942541841e-5
Edwards Point,-38.19355,144.7113,Seagrass,20170224,1420,130,20,10,200,13000,Q,Arthropoda,Cancridae,Carcinus,maenas,12,1,Australia (VIC),Carcinus maenas,0.005,0.24045,3.08,0.42160234638840205,0.0021080117319420104,3.243094972218477e-5
Edwards Point,-38.19355,144.7113,Seagrass,20170224,1420,130,20,10,200,13000,Q,Arthropoda,Cancridae,Carcinus,maenas,9,1,Australia (VIC),Carcinus maenas,0.005,0.24045,3.08,0.1738167840969777,8.690839204848885e-4,1.3370521853613669e-5
Edwards Point,-38.19355,144.7113,Seagrass,20170224,1420,130,20,10,200,13000,Q,Arthropoda,Cancridae,Carcinus,maenas,22,1,Australia (VIC),Carcinus maenas,0.005,0.24045,3.08,2.7270094212559712,0.013635047106279856,2.0976995548122856e-4
Edwards Point,-38.19355,144.7113,Seagrass,20170224,1420,130,20,10,200,13000,Q,Arthropoda,Cancridae,Carcinus,maenas,11,1,Australia (VIC),Carcinus maenas,0.005,0.24045,3.08,0.3224885144589941,0.0016124425722949707,2.480680880453801e-5
Edwards Point,-38.19355,144.7113,Seagrass,20170224,1420,130,20,10,200,13000,Q,Arthropoda,Cancridae,Carcinus,maenas,19,1,Australia (VIC),Carcinus maenas,0.005,0.24045,3.08,1.7361445139780416,0.008680722569890208,1.335495779983109e-4
Edwards Point,-38.19355,144.7113,Seagrass,20170224,1420,130,20,10,200,13000,Q,Arthropoda,Cancridae,Carcinus,maenas,10,1,Australia (VIC),Carcinus maenas,0.005,0.24045,3.08,0.24045,0.00120225,1.8496153846153845e-5
Edwards Point,-38.19355,144.7113,Seagrass,20170224,1420,130,20,10,200,13000,Q,Chordata,Monacanthidae,Acanthaluteres,spilomelanurus,72,1,Australia (VIC),Acanthaluteres spilomelanurus,0.005,0.0556,2.877,16.278724895581362,0.08139362447790681,0.0012522096073524125
Edwards Point,-38.19355,144.7113,Seagrass,20170224,1420,130,20,10,200,13000,Q,Chordata,Tetraodontidae,Tetractenos,glaber,31,1,Australia (VIC),Tetractenos glaber,0.005,0.0294,2.82,0.7144754440427161,0.0035723772202135807,5.4959649541747395e-5
Edwards Point,-38.19355,144.7113,Seagrass,20170224,1420,130,20,10,200,13000,Q,Chordata,Tetraodontidae,Tetractenos,glaber,22,1,Australia (VIC),Tetractenos glaber,0.005,0.0294,2.82,0.271630973641405,0.0013581548682070248,2.0894690280108074e-5
Edwards Point,-38.19355,144.7113,Seagrass,20170224,1420,130,20,10,200,13000,Q,Chordata,Tetraodontidae,Tetractenos,glaber,31,1,Australia (VIC),Tetractenos glaber,0.005,0.0294,2.82,0.7144754440427161,0.0035723772202135807,5.4959649541747395e-5
Edwards Point,-38.19355,144.7113,Seagrass,20170224,1420,130,20,10,200,13000,Q,Chordata,Tetraodontidae,Tetractenos,glaber,21,1,Australia (VIC),Tetractenos glaber,0.005,0.0294,2.82,0.23823509648657024,0.001191175482432851,1.8325776652813094e-5
