Country,habitat,sciName,Genus,family,length,biomass,abun,Site,rate,basin,coast,meanLat,meanLong,chlomax,chlomean,chlomin,chlorange,cloudmax,cloudmean,cloudmin,parmax,parmean,salinity,sstmax,sstmean,sstmin,sstrange,act,food,asp,tl,feed,troph,watercol,clim,body,snoutx,snouty,name
Italy,Unvegetated,Oblada melanura,Oblada,Sparidae,NA,NA,NA,Italy,0.9999999999574397,Mediterranean,East,43.06767175,9.8312325,0.336750000715256,0.208500001579523,0.0950000025331974,0.241749994456768,0.706750005483627,0.575499996542931,0.344750002026558,57.1875,34.4017505645752,38.1187496185303,25.4862504005432,18.8420000076294,13.3857500553131,12.1005001068115,active,3.38,2.47641,548,hunting macrofauna (predator),benthic invertivore;browsing herbivore;higher carnivore;omnivore,benthic;demersal,subtropical,fusiform / normal,41,190,Oblamela
Italy,Unvegetated,Spondyliosoma cantharus,Spondyliosoma,Sparidae,NA,NA,NA,Italy,0.9999999999574397,Mediterranean,East,43.06767175,9.8312325,0.336750000715256,0.208500001579523,0.0950000025331974,0.241749994456768,0.706750005483627,0.575499996542931,0.344750002026558,57.1875,34.4017505645752,38.1187496185303,25.4862504005432,18.8420000076294,13.3857500553131,12.1005001068115,active,3.27,1.93958,615,variable,benthic invertivore;browsing herbivore;higher carnivore;omnivore,benthic;demersal,subtropical,fusiform / normal,12,191,Sponcant
Italy,Unvegetated,Mullus surmuletus,Mullus,Mullidae,NA,NA,NA,Italy,0.9999999999574397,Mediterranean,East,43.06767175,9.8312325,0.336750000715256,0.208500001579523,0.0950000025331974,0.241749994456768,0.706750005483627,0.575499996542931,0.344750002026558,57.1875,34.4017505645752,38.1187496185303,25.4862504005432,18.8420000076294,13.3857500553131,12.1005001068115,active,3.46,1.37635,591,hunting macrofauna (predator),benthic invertivore,benthic;demersal,subtropical,fusiform / normal,24,155,Mullsurm
Italy,Unvegetated,Diplodus vulgaris,Diplodus,Sparidae,NA,NA,NA,Italy,0.9999999999574397,Mediterranean,East,43.06767175,9.8312325,0.336750000715256,0.208500001579523,0.0950000025331974,0.241749994456768,0.706750005483627,0.575499996542931,0.344750002026558,57.1875,34.4017505645752,38.1187496185303,25.4862504005432,18.8420000076294,13.3857500553131,12.1005001068115,active,3.34,4.71819,472,hunting macrofauna (predator),omnivore,demersal,subtropical,fusiform / normal,nan,nan,Diplvulg
Italy,Unvegetated,Diplodus sargus,Diplodus,Sparidae,NA,NA,NA,Italy,0.9999999999574397,Mediterranean,East,43.06767175,9.8312325,0.336750000715256,0.208500001579523,0.0950000025331974,0.241749994456768,0.706750005483627,0.575499996542931,0.344750002026558,57.1875,34.4017505645752,38.1187496185303,25.4862504005432,18.8420000076294,13.3857500553131,12.1005001068115,active,3.24,3.23978,545,hunting macrofauna (predator),omnivore,demersal,subtropical,fusiform / normal,nan,nan,Diplsarg
Italy,Unvegetated,Solea sp.,Solea,Soleidae,NA,NA,NA,Italy,0.9999999999574397,Mediterranean,East,43.06767175,9.8312325,0.336750000715256,0.208500001579523,0.0950000025331974,0.241749994456768,0.706750005483627,0.575499996542931,0.344750002026558,57.1875,34.4017505645752,38.1187496185303,25.4862504005432,18.8420000076294,13.3857500553131,12.1005001068115,active;ambush,,,,hunting macrofauna (predator),benthic invertivore,benthic,subtropical,short and / or deep,,,Solesp
Italy,Unvegetated,Atherina boyeri,Atherina,Atherinidae,NA,NA,NA,Italy,0.9999999999574397,Mediterranean,East,43.06767175,9.8312325,0.336750000715256,0.208500001579523,0.0950000025331974,0.241749994456768,0.706750005483627,0.575499996542931,0.344750002026558,57.1875,34.4017505645752,38.1187496185303,25.4862504005432,18.8420000076294,13.3857500553131,12.1005001068115,active,3.22,1.19972,527,hunting macrofauna (predator),benthic invertivore;planktivore,pelagic site attached,subtropical,elongated,nan,nan,Atheboye
Italy,Unvegetated,Mugil sp.,Mugil,Mugilidae,NA,NA,NA,Italy,0.9999999999574397,Mediterranean,East,43.06767175,9.8312325,0.336750000715256,0.208500001579523,0.0950000025331974,0.241749994456768,0.706750005483627,0.575499996542931,0.344750002026558,57.1875,34.4017505645752,38.1187496185303,25.4862504005432,18.8420000076294,13.3857500553131,12.1005001068115,active,,,,browsing on substrate;variable,omnivore,demersal,subtropical;tropical,fusiform / normal,,,Mugisp
Italy,Unvegetated,Sparus aurata,Sparus,Sparidae,NA,NA,NA,Italy,0.9999999999574397,Mediterranean,East,43.06767175,9.8312325,0.336750000715256,0.208500001579523,0.0950000025331974,0.241749994456768,0.706750005483627,0.575499996542931,0.344750002026558,57.1875,34.4017505645752,38.1187496185303,25.4862504005432,18.8420000076294,13.3857500553131,12.1005001068115,active,3.39,1.38933,596,hunting macrofauna (predator),benthic invertivore;browsing herbivore;higher carnivore;omnivore,benthic;demersal,subtropical,fusiform / normal,22,229,Sparaura
Italy,Seagrass,Symphodus tinca,Symphodus,Labridae,NA,NA,NA,Italy,0.869047618872248,Mediterranean,East,43.06767175,9.8312325,0.336750000715256,0.208500001579523,0.0950000025331974,0.241749994456768,0.706750005483627,0.575499996542931,0.344750002026558,57.1875,34.4017505645752,38.1187496185303,25.4862504005432,18.8420000076294,13.3857500553131,12.1005001068115,active,3.230000019,1.65376,583,hunting macrofauna (predator),higher carnivore,benthic;demersal,subtropical,fusiform / normal,24,196,Symptinc
Italy,Seagrass,Symphodus ocellatus,Symphodus,Labridae,NA,NA,NA,Italy,0.869047618872248,Mediterranean,East,43.06767175,9.8312325,0.336750000715256,0.208500001579523,0.0950000025331974,0.241749994456768,0.706750005483627,0.575499996542931,0.344750002026558,57.1875,34.4017505645752,38.1187496185303,25.4862504005432,18.8420000076294,13.3857500553131,12.1005001068115,active,3.339999914,1.13243,594,variable,benthic invertivore,demersal,subtropical,fusiform / normal,19,203,Sympocel
Italy,Seagrass,Boops boops,Boops,Sparidae,NA,NA,NA,Italy,0.869047618872248,Mediterranean,East,43.06767175,9.8312325,0.336750000715256,0.208500001579523,0.0950000025331974,0.241749994456768,0.706750005483627,0.575499996542931,0.344750002026558,57.1875,34.4017505645752,38.1187496185303,25.4862504005432,18.8420000076294,13.3857500553131,12.1005001068115,active,3.11,0.973684,612,selective plankton feeding,benthic invertivore;browsing herbivore;higher carnivore;omnivore,benthic;demersal,subtropical,fusiform / normal,nan,nan,Boopboop
Italy,Seagrass,Diplodus puntazzo,Diplodus,Sparidae,NA,NA,NA,Italy,0.869047618872248,Mediterranean,East,43.06767175,9.8312325,0.336750000715256,0.208500001579523,0.0950000025331974,0.241749994456768,0.706750005483627,0.575499996542931,0.344750002026558,57.1875,34.4017505645752,38.1187496185303,25.4862504005432,18.8420000076294,13.3857500553131,12.1005001068115,active,3.07,3.0997,555,hunting macrofauna (predator),benthic invertivore;browsing herbivore;higher carnivore;omnivore,benthic;demersal,subtropical,fusiform / normal,37,212,Diplpunt
Italy,Seagrass,Sarpa salpa,Sarpa,Sparidae,NA,NA,NA,Italy,0.869047618872248,Mediterranean,East,43.06767175,9.8312325,0.336750000715256,0.208500001579523,0.0950000025331974,0.241749994456768,0.706750005483627,0.575499996542931,0.344750002026558,57.1875,34.4017505645752,38.1187496185303,25.4862504005432,18.8420000076294,13.3857500553131,12.1005001068115,active,2.14,2.84516,397,grazing on aquatic plants,browsing herbivore,demersal,subtropical,fusiform / normal,56,154,Sarpsalp
USA (NC2),Seagrass,Lagodon rhomboides,Lagodon,Sparidae,75,4.945813458776226,12,NC2,0.8933333333153647,Atlantic,West,34.7004,-76.8335,3.44875001907349,2.31425002217293,1.22699996829033,2.22174999117851,0.596249997615814,0.488000005483627,0.404749996960163,53.0984992980957,36.3427495956421,34.9159994125366,28.116250038147,21.0527501106262,13.3082499504089,14.808000087738,active,3.19,2.21993,618,hunting macrofauna (predator),omnivore,demersal,tropical,fusiform / normal,nan,nan,Lagorhom
Croatia,Unvegetated,Pomatoschistus marmoratus,Pomatoschistus,Gobiidae,46.666666666666664,1.2686824660746552,51.333333333333336,Croatia,0.191681671322913,Mediterranean,East,44.20446025,15.472773125,0.734000027179718,0.612999975681305,0.538999974727631,0.195000097155571,0.801999986171722,0.656000018119812,0.444000005722046,56.7519989013672,33.1430015563965,38.4339981079102,24.8369998931885,15.7770004272461,8.19600009918213,16.6410007476807,ambush,3.35,0.414485,418,hunting macrofauna (predator),benthic invertivore;higher carnivore;omnivore;planktivore,benthic,temperate,fusiform / normal,nan,nan,Pomamarm
Croatia,Unvegetated,Mugil cephalus,Mugil,Mugilidae,66.66666666666667,3.951764761436357,3.6666666666666665,Croatia,0.191681671322913,Mediterranean,East,44.20446025,15.472773125,0.734000027179718,0.612999975681305,0.538999974727631,0.195000097155571,0.801999986171722,0.656000018119812,0.444000005722046,56.7519989013672,33.1430015563965,38.4339981079102,24.8369998931885,15.7770004272461,8.19600009918213,16.6410007476807,active,2.48,2.279495,598,browsing on substrate,omnivore,demersal,tropical,fusiform / normal,15,135,Mugiceph
Croatia,Unvegetated,Sparus aurata,Sparus,Sparidae,NA,NA,NA,Croatia,0.191681671322913,Mediterranean,East,44.20446025,15.472773125,0.734000027179718,0.612999975681305,0.538999974727631,0.195000097155571,0.801999986171722,0.656000018119812,0.444000005722046,56.7519989013672,33.1430015563965,38.4339981079102,24.8369998931885,15.7770004272461,8.19600009918213,16.6410007476807,active,3.39,1.38933,596,hunting macrofauna (predator),benthic invertivore;browsing herbivore;higher carnivore;omnivore,benthic;demersal,subtropical,fusiform / normal,22,229,Sparaura
Croatia,Unvegetated,Atherina hepsetus,Atherina,Atherinidae,70,2.0088105545638415,46.5,Croatia,0.191681671322913,Mediterranean,East,44.20446025,15.472773125,0.734000027179718,0.612999975681305,0.538999974727631,0.195000097155571,0.801999986171722,0.656000018119812,0.444000005722046,56.7519989013672,33.1430015563965,38.4339981079102,24.8369998931885,15.7770004272461,8.19600009918213,16.6410007476807,active,3.24,1.65517,580,hunting macrofauna (predator),benthic invertivore;planktivore,pelagic site attached,subtropical,elongated,33,109,Atheheps
Croatia,Seagrass,Atherina hepsetus,Atherina,Atherinidae,63.833333333333336,1.6287047718140004,91,Croatia,0,Mediterranean,East,44.20446025,15.472773125,0.734000027179718,0.612999975681305,0.538999974727631,0.195000097155571,0.801999986171722,0.656000018119812,0.444000005722046,56.7519989013672,33.1430015563965,38.4339981079102,24.8369998931885,15.7770004272461,8.19600009918213,16.6410007476807,active,3.24,1.65517,580,hunting macrofauna (predator),benthic invertivore;planktivore,pelagic site attached,subtropical,elongated,33,109,Atheheps
Croatia,Seagrass,Syngnathus typhle,Syngnathus,Syngnathidae,115,0.550159995439429,3,Croatia,0,Mediterranean,East,44.20446025,15.472773125,0.734000027179718,0.612999975681305,0.538999974727631,0.195000097155571,0.801999986171722,0.656000018119812,0.444000005722046,56.7519989013672,33.1430015563965,38.4339981079102,24.8369998931885,15.7770004272461,8.19600009918213,16.6410007476807,ambush,3.75,nan,nan,selective plankton feeding,benthic invertivore;planktivore,demersal,temperate,eel-like,nan,nan,Syngtyph
Croatia,Seagrass,Mugil cephalus,Mugil,Mugilidae,65,3.5360293133018885,1,Croatia,0,Mediterranean,East,44.20446025,15.472773125,0.734000027179718,0.612999975681305,0.538999974727631,0.195000097155571,0.801999986171722,0.656000018119812,0.444000005722046,56.7519989013672,33.1430015563965,38.4339981079102,24.8369998931885,15.7770004272461,8.19600009918213,16.6410007476807,active,2.48,2.279495,598,browsing on substrate,omnivore,demersal,tropical,fusiform / normal,15,135,Mugiceph
Croatia,Seagrass,Symphodus ocellatus,Symphodus,Labridae,79.16666666666667,6.107471712455516,30.666666666666668,Croatia,0,Mediterranean,East,44.20446025,15.472773125,0.734000027179718,0.612999975681305,0.538999974727631,0.195000097155571,0.801999986171722,0.656000018119812,0.444000005722046,56.7519989013672,33.1430015563965,38.4339981079102,24.8369998931885,15.7770004272461,8.19600009918213,16.6410007476807,active,3.339999914,1.13243,594,variable,benthic invertivore,demersal,subtropical,fusiform / normal,19,203,Sympocel
Croatia,Seagrass,Zosterisessor ophiocephalus,Zosterisessor,Gobiidae,89.16666666666667,13.808333846417092,36.666666666666664,Croatia,0,Mediterranean,East,44.20446025,15.472773125,0.734000027179718,0.612999975681305,0.538999974727631,0.195000097155571,0.801999986171722,0.656000018119812,0.444000005722046,56.7519989013672,33.1430015563965,38.4339981079102,24.8369998931885,15.7770004272461,8.19600009918213,16.6410007476807,ambush,3.66,0.729824,593,hunting macrofauna (predator),benthic invertivore;higher carnivore,benthic,subtropical;temperate,fusiform / normal,nan,nan,Zostophi
Croatia,Seagrass,Salaria pavo,Salaria,Blenniidae,67.5,3.5880625,5.666666666666667,Croatia,0,Mediterranean,East,44.20446025,15.472773125,0.734000027179718,0.612999975681305,0.538999974727631,0.195000097155571,0.801999986171722,0.656000018119812,0.444000005722046,56.7519989013672,33.1430015563965,38.4339981079102,24.8369998931885,15.7770004272461,8.19600009918213,16.6410007476807,ambush,3.02,0.803736,603,variable,omnivore,benthic,subtropical,fusiform / normal,nan,nan,Salapavo
Croatia,Seagrass,Sparus aurata,Sparus,Sparidae,NA,NA,NA,Croatia,0,Mediterranean,East,44.20446025,15.472773125,0.734000027179718,0.612999975681305,0.538999974727631,0.195000097155571,0.801999986171722,0.656000018119812,0.444000005722046,56.7519989013672,33.1430015563965,38.4339981079102,24.8369998931885,15.7770004272461,8.19600009918213,16.6410007476807,active,3.39,1.38933,596,hunting macrofauna (predator),benthic invertivore;browsing herbivore;higher carnivore;omnivore,benthic;demersal,subtropical,fusiform / normal,22,229,Sparaura
Croatia,Seagrass,Gobius niger,Gobius,Gobiidae,60,2.9140825349543995,26,Croatia,0,Mediterranean,East,44.20446025,15.472773125,0.734000027179718,0.612999975681305,0.538999974727631,0.195000097155571,0.801999986171722,0.656000018119812,0.444000005722046,56.7519989013672,33.1430015563965,38.4339981079102,24.8369998931885,15.7770004272461,8.19600009918213,16.6410007476807,ambush,3.359999895,0.991499,305,hunting macrofauna (predator),benthic invertivore;planktivore,benthic,subtropical,fusiform / normal,nan,nan,Gobinige
Croatia,Seagrass,Symphodus cinereus,Symphodus,Labridae,NA,NA,NA,Croatia,0,Mediterranean,East,44.20446025,15.472773125,0.734000027179718,0.612999975681305,0.538999974727631,0.195000097155571,0.801999986171722,0.656000018119812,0.444000005722046,56.7519989013672,33.1430015563965,38.4339981079102,24.8369998931885,15.7770004272461,8.19600009918213,16.6410007476807,active,3.3,1.53336,581,hunting macrofauna (predator),benthic invertivore;cleaner;higher carnivore;scraping herbivore,benthic;demersal,subtropical,fusiform / normal,20,191,Sympcine
Croatia,Seagrass,Diplodus annularis,Diplodus,Sparidae,NA,NA,NA,Croatia,0,Mediterranean,East,44.20446025,15.472773125,0.734000027179718,0.612999975681305,0.538999974727631,0.195000097155571,0.801999986171722,0.656000018119812,0.444000005722046,56.7519989013672,33.1430015563965,38.4339981079102,24.8369998931885,15.7770004272461,8.19600009918213,16.6410007476807,active,3.21,1.58178,575,hunting macrofauna (predator),benthic invertivore;browsing herbivore;higher carnivore;omnivore,benthic;demersal,subtropical,fusiform / normal,33,200,Diplannu
France,Unvegetated,Symphodus tinca,Symphodus,Labridae,NA,NA,NA,France,0.04617251367819423,Mediterranean,East,43.447124,3.666644,4.0446666876475,1.65333334604899,0.607000013192495,3.43766661485036,0.618333319822947,0.489000002543132,0.336333334445953,56.1839993794759,33.7876663208008,37.3333333333333,23.6016661326091,16.4740002950033,10.201000213623,13.4006668726603,active,3.230000019,1.65376,583,hunting macrofauna (predator),higher carnivore,benthic;demersal,subtropical,fusiform / normal,24,196,Symptinc
France,Unvegetated,Sparus aurata,Sparus,Sparidae,NA,NA,NA,France,0.04617251367819423,Mediterranean,East,43.447124,3.666644,4.0446666876475,1.65333334604899,0.607000013192495,3.43766661485036,0.618333319822947,0.489000002543132,0.336333334445953,56.1839993794759,33.7876663208008,37.3333333333333,23.6016661326091,16.4740002950033,10.201000213623,13.4006668726603,active,3.39,1.38933,596,hunting macrofauna (predator),benthic invertivore;browsing herbivore;higher carnivore;omnivore,benthic;demersal,subtropical,fusiform / normal,22,229,Sparaura
France,Unvegetated,Liza sp.,Liza,Mugilidae,NA,NA,NA,France,0.04617251367819423,Mediterranean,East,43.447124,3.666644,4.0446666876475,1.65333334604899,0.607000013192495,3.43766661485036,0.618333319822947,0.489000002543132,0.336333334445953,56.1839993794759,33.7876663208008,37.3333333333333,23.6016661326091,16.4740002950033,10.201000213623,13.4006668726603,active,,,,browsing on substrate,omnivore,demersal,subtropical;tropical,fusiform / normal,,,Lizasp
France,Unvegetated,Diplodus sargus,Diplodus,Sparidae,NA,NA,NA,France,0.04617251367819423,Mediterranean,East,43.447124,3.666644,4.0446666876475,1.65333334604899,0.607000013192495,3.43766661485036,0.618333319822947,0.489000002543132,0.336333334445953,56.1839993794759,33.7876663208008,37.3333333333333,23.6016661326091,16.4740002950033,10.201000213623,13.4006668726603,active,3.24,3.23978,545,hunting macrofauna (predator),omnivore,demersal,subtropical,fusiform / normal,nan,nan,Diplsarg
France,Seagrass,Symphodus tinca,Symphodus,Labridae,80,10.706065333178135,4,France,4.537526647225833e-4,Mediterranean,East,43.447124,3.666644,4.0446666876475,1.65333334604899,0.607000013192495,3.43766661485036,0.618333319822947,0.489000002543132,0.336333334445953,56.1839993794759,33.7876663208008,37.3333333333333,23.6016661326091,16.4740002950033,10.201000213623,13.4006668726603,active,3.230000019,1.65376,583,hunting macrofauna (predator),higher carnivore,benthic;demersal,subtropical,fusiform / normal,24,196,Symptinc
France,Unvegetated,Salaria pavo,Salaria,Blenniidae,NA,NA,NA,France,0.04617251367819423,Mediterranean,East,43.447124,3.666644,4.0446666876475,1.65333334604899,0.607000013192495,3.43766661485036,0.618333319822947,0.489000002543132,0.336333334445953,56.1839993794759,33.7876663208008,37.3333333333333,23.6016661326091,16.4740002950033,10.201000213623,13.4006668726603,ambush,3.02,0.803736,603,variable,omnivore,benthic,subtropical,fusiform / normal,nan,nan,Salapavo
France,Unvegetated,Liza aurata,Liza,Mugilidae,86.25,10.087959554522438,5,France,0.04617251367819423,Mediterranean,East,43.447124,3.666644,4.0446666876475,1.65333334604899,0.607000013192495,3.43766661485036,0.618333319822947,0.489000002543132,0.336333334445953,56.1839993794759,33.7876663208008,37.3333333333333,23.6016661326091,16.4740002950033,10.201000213623,13.4006668726603,active,,,,variable,omnivore,demersal,subtropical;tropical,fusiform / normal,,,Lizaaura
France,Unvegetated,Atherina boyeri,Atherina,Atherinidae,40,0.707391149754979,1,France,0.04617251367819423,Mediterranean,East,43.447124,3.666644,4.0446666876475,1.65333334604899,0.607000013192495,3.43766661485036,0.618333319822947,0.489000002543132,0.336333334445953,56.1839993794759,33.7876663208008,37.3333333333333,23.6016661326091,16.4740002950033,10.201000213623,13.4006668726603,active,3.22,1.19972,527,hunting macrofauna (predator),benthic invertivore;planktivore,pelagic site attached,subtropical,elongated,nan,nan,Atheboye
France,Seagrass,Atherina boyeri,Atherina,Atherinidae,55.625,2.0564450911226904,4.25,France,4.537526647225833e-4,Mediterranean,East,43.447124,3.666644,4.0446666876475,1.65333334604899,0.607000013192495,3.43766661485036,0.618333319822947,0.489000002543132,0.336333334445953,56.1839993794759,33.7876663208008,37.3333333333333,23.6016661326091,16.4740002950033,10.201000213623,13.4006668726603,active,3.22,1.19972,527,hunting macrofauna (predator),benthic invertivore;planktivore,pelagic site attached,subtropical,elongated,nan,nan,Atheboye
USA (FL),Unvegetated,Trichechus manatus,Trichechus,Trichechidae,NA,NA,NA,FL,0.5047440607258257,Atlantic,West,27.536026,-80.348148,3.50299990177155,1.97400003671646,0.906000018119812,2.59700000286102,0.755500018596649,0.571000009775162,0.450000002980232,54.3500003814697,41.4449996948242,36.1450004577637,30.8994998931885,25.5809993743896,21.0495004653931,9.84999990463257,active,,,,grazing on aquatic plants,browsing herbivore,benthic,subtropical;tropical,mammal,,,Tricmana
USA (FL),Unvegetated,Archosargus probatocephalus,Archosargus,Sparidae,NA,NA,NA,FL,0.5047440607258257,Atlantic,West,27.536026,-80.348148,3.50299990177155,1.97400003671646,0.906000018119812,2.59700000286102,0.755500018596649,0.571000009775162,0.450000002980232,54.3500003814697,41.4449996948242,36.1450004577637,30.8994998931885,25.5809993743896,21.0495004653931,9.84999990463257,active,3.53,1.44066,564,hunting macrofauna (predator),benthic invertivore,benthic,tropical,fusiform / normal,nan,nan,Archprob
USA (FL),Seagrass,Ariopsis felis,Ariopsis,Ariidae,NA,NA,NA,FL,0.2877892059098243,Atlantic,West,27.536026,-80.348148,3.50299990177155,1.97400003671646,0.906000018119812,2.59700000286102,0.755500018596649,0.571000009775162,0.450000002980232,54.3500003814697,41.4449996948242,36.1450004577637,30.8994998931885,25.5809993743896,21.0495004653931,9.84999990463257,active,4.5,1.87561,579,hunting macrofauna (predator),omnivore,benthic,tropical,elongated,nan,nan,Ariofeli
USA (FL),Seagrass,Archosargus probatocephalus,Archosargus,Sparidae,NA,NA,NA,FL,0.2877892059098243,Atlantic,West,27.536026,-80.348148,3.50299990177155,1.97400003671646,0.906000018119812,2.59700000286102,0.755500018596649,0.571000009775162,0.450000002980232,54.3500003814697,41.4449996948242,36.1450004577637,30.8994998931885,25.5809993743896,21.0495004653931,9.84999990463257,active,3.53,1.44066,564,hunting macrofauna (predator),benthic invertivore,benthic,tropical,fusiform / normal,nan,nan,Archprob
USA (FL),Seagrass,Mugil cephalus,Mugil,Mugilidae,NA,NA,NA,FL,0.2877892059098243,Atlantic,West,27.536026,-80.348148,3.50299990177155,1.97400003671646,0.906000018119812,2.59700000286102,0.755500018596649,0.571000009775162,0.450000002980232,54.3500003814697,41.4449996948242,36.1450004577637,30.8994998931885,25.5809993743896,21.0495004653931,9.84999990463257,active,2.48,2.279495,598,browsing on substrate,omnivore,demersal,tropical,fusiform / normal,15,135,Mugiceph
USA (FL),Seagrass,Chilomycterus schoepfi,Chilomycterus,Diodontidae,NA,NA,NA,FL,0.2877892059098243,Atlantic,West,27.536026,-80.348148,3.50299990177155,1.97400003671646,0.906000018119812,2.59700000286102,0.755500018596649,0.571000009775162,0.450000002980232,54.3500003814697,41.4449996948242,36.1450004577637,30.8994998931885,25.5809993743896,21.0495004653931,9.84999990463257,active,,,,hunting macrofauna (predator);variable,benthic invertivore,benthic;demersal,tropical,short and / or deep,,,Chilscho
