Site Name,Original Name,Lat,Long,Seagrass/Unveg,Date,Time,Depth,Distance,Data Collector,Q/PA,Fish/Invert/Other,Genus,Species,Length,Abundance,Notes,Participant List,Contact Email
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Sebastes,sp,53,,flavidus - melanops species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Sebastes,sp,47,,flavidus - melanops species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Sebastes,sp,52,,flavidus - melanops species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Sebastes,sp,57,,flavidus - melanops species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Sebastes,sp,55,,flavidus - melanops species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Sebastes,sp,57,,flavidus - melanops species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Sebastes,sp,56,,flavidus - melanops species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Sebastes,sp,55,,flavidus - melanops species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Sebastes,sp,61,,flavidus - melanops species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Sebastes,sp,53,,flavidus - melanops species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Sebastes,sp,60,,flavidus - melanops species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Sebastes,sp,48,,flavidus - melanops species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Sebastes,sp,56,,flavidus - melanops species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Sebastes,sp,60,,flavidus - melanops species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Sebastes,sp,53,,flavidus - melanops species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Sebastes,sp,56,,flavidus - melanops species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Sebastes,sp,56,,flavidus - melanops species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Sebastes,sp,49,,flavidus - melanops species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Sebastes,sp,53,,flavidus - melanops species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,PA,Fish,Sebastes,sp,NA,78,flavidus - melanops species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Oligocottus,maculosus,56,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Syngnathus,leptorhynchus,157,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Sebastes,sp,29,,caurinus - maliger - auriculatus species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Sebastes,sp,34,,caurinus - maliger - auriculatus species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Sebastes,sp,43,,caurinus - maliger - auriculatus species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Sebastes,sp,44,,caurinus - maliger - auriculatus species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Apodichthys,flavidus,63,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Apodichthys,flavidus,58,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Apodichthys,flavidus,222,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Aulorhynchus,flavidus,41,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Aulorhynchus,flavidus,54,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Aulorhynchus,flavidus,66,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Sebastes,caurinus,229,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Sebastes,caurinus,115,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Cymatogaster,aggregata,143,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Cymatogaster,aggregata,103,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Cymatogaster,aggregata,132,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Cymatogaster,aggregata,102,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Cymatogaster,aggregata,106,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Cymatogaster,aggregata,143,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Cymatogaster,aggregata,130,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Cymatogaster,aggregata,108,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Cymatogaster,aggregata,149,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Cymatogaster,aggregata,108,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Cymatogaster,aggregata,111,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Cymatogaster,aggregata,104,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Cymatogaster,aggregata,110,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Cymatogaster,aggregata,144,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Cymatogaster,aggregata,103,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Liparis,sp,50,,species either greeni or florae,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Embiotoca,lateralis,73,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Hexagrammos,lagocephalus,122,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Fish,Scorpaenichthys,marmoratus,63,,,Zach Monteith,midoli.bresch@hakai.org
