Site Name,Lat,Long,Seagrass/Unveg,Date,Time,Depth,Distance,Data Collector,Q/PA,Genus,Species,Length,Abundance,Notes,Participant List,Contact Email
Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Syngnathus,leptorhynchus,170,,,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160706,956,100,25,Zach Monteith,Q,Liparis,sp,48,,species either greeni or florae,"Midoli Bresch, Krystal Bachen",midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Sebastes,sp,52,,flavidus - melanops species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Sebastes,sp,54,,flavidus - melanops species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Sebastes,sp,52,,flavidus - melanops species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Sebastes,sp,53,,flavidus - melanops species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Sebastes,sp,61,,flavidus - melanops species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Sebastes,sp,52,,flavidus - melanops species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Sebastes,sp,53,,flavidus - melanops species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Sebastes,sp,47,,flavidus - melanops species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Sebastes,sp,52,,flavidus - melanops species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Sebastes,sp,57,,flavidus - melanops species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Sebastes,sp,55,,flavidus - melanops species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Sebastes,sp,57,,flavidus - melanops species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Sebastes,sp,56,,flavidus - melanops species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Sebastes,sp,55,,flavidus - melanops species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Sebastes,sp,61,,flavidus - melanops species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Sebastes,sp,53,,flavidus - melanops species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Sebastes,sp,60,,flavidus - melanops species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Sebastes,sp,48,,flavidus - melanops species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Sebastes,sp,56,,flavidus - melanops species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Sebastes,sp,60,,flavidus - melanops species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Sebastes,sp,53,,flavidus - melanops species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Sebastes,sp,56,,flavidus - melanops species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Sebastes,sp,56,,flavidus - melanops species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Sebastes,sp,49,,flavidus - melanops species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Sebastes,sp,53,,flavidus - melanops species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,PA,Sebastes,sp,NA,78,flavidus - melanops species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Oligocottus,maculosus,56,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Syngnathus,leptorhynchus,157,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Sebastes,sp,29,,caurinus - maliger - auriculatus species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Sebastes,sp,34,,caurinus - maliger - auriculatus species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Sebastes,sp,43,,caurinus - maliger - auriculatus species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Sebastes,sp,44,,caurinus - maliger - auriculatus species complex; very difficult to differentiate as juveniles,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Apodichthys,flavidus,63,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Apodichthys,flavidus,58,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Apodichthys,flavidus,222,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Aulorhynchus,flavidus,41,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Aulorhynchus,flavidus,54,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Aulorhynchus,flavidus,66,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Sebastes,caurinus,229,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Sebastes,caurinus,115,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Cymatogaster,aggregata,143,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Cymatogaster,aggregata,103,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Cymatogaster,aggregata,132,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Cymatogaster,aggregata,102,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Cymatogaster,aggregata,106,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Cymatogaster,aggregata,143,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Cymatogaster,aggregata,130,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Cymatogaster,aggregata,108,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Cymatogaster,aggregata,149,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Cymatogaster,aggregata,108,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Cymatogaster,aggregata,111,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Cymatogaster,aggregata,104,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Cymatogaster,aggregata,110,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Cymatogaster,aggregata,144,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Cymatogaster,aggregata,103,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Liparis,sp,50,,species either greeni or florae,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Embiotoca,lateralis,73,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Hexagrammos,lagocephalus,122,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Scorpaenichthys,marmoratus,63,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Citharichthys,sordidus,76,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Citharichthys,sordidus,77,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Citharichthys,sordidus,73,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Citharichthys,sordidus,82,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Citharichthys,sordidus,78,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Citharichthys,sordidus,86,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Citharichthys,sordidus,66,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Citharichthys,sordidus,86,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Citharichthys,sordidus,72,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Citharichthys,sordidus,71,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Citharichthys,sordidus,62,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Parophrys,vetulus,85,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Parophrys,vetulus,76,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Parophrys,vetulus,78,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Parophrys,vetulus,90,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Parophrys,vetulus,93,,,Zach Monteith,midoli.bresch@hakai.org
Choked Pocket,51.676595,-128.123782,Seagrass,20160707,1020,100,20,Midoli Bresch,Q,Artedius,lateralis,83,,,Zach Monteith,midoli.bresch@hakai.org
